frame,t_s,xc_px,yc_px,xc_mm,yc_mm,seguido,area_px
0,0.04464,975.552,564.033,186.7949,107.9989,0,0
1,0.10417,975.552,564.033,186.7949,107.9989,0,0
2,0.14881,975.552,564.033,186.7949,107.9989,0,0
3,0.19345,975.552,564.033,186.7949,107.9989,0,0
4,0.25298,975.552,564.033,186.7949,107.9989,0,0
5,0.28274,975.552,564.033,186.7949,107.9989,0,0
6,0.34226,975.552,564.033,186.7949,107.9989,0,0
7,0.38690,975.552,564.033,186.7949,107.9989,0,0
8,0.43155,975.552,564.033,186.7949,107.9989,0,0
9,0.49107,975.552,564.033,186.7949,107.9989,0,0
10,0.52083,975.552,564.033,186.7949,107.9989,0,0
11,0.58036,975.552,564.033,186.7949,107.9989,0,0
12,0.62500,975.552,564.033,186.7949,107.9989,0,0
13,0.66964,975.552,564.033,186.7949,107.9989,0,0
14,0.72917,975.552,564.033,186.7949,107.9989,0,0
15,0.75893,975.552,564.033,186.7949,107.9989,0,0
16,0.81845,975.552,564.033,186.7949,107.9989,0,0
17,0.86310,975.552,564.033,186.7949,107.9989,0,0
18,0.90774,975.552,564.033,186.7949,107.9989,0,0
19,0.96726,975.552,564.033,186.7949,107.9989,0,0
20,0.99702,975.552,564.033,186.7949,107.9989,0,0
21,1.05655,975.552,564.033,186.7949,107.9989,0,0
22,1.10119,975.552,564.033,186.7949,107.9989,0,0
23,1.14583,975.552,564.033,186.7949,107.9989,0,0
24,1.20536,975.552,564.033,186.7949,107.9989,0,0
25,1.23512,975.552,564.033,186.7949,107.9989,0,0
26,1.29464,975.552,564.033,186.7949,107.9989,0,0
27,1.33929,975.552,564.033,186.7949,107.9989,0,0
28,1.38393,975.552,564.033,186.7949,107.9989,0,0
29,1.44345,975.552,564.033,186.7949,107.9989,0,0
30,1.47321,975.552,564.033,186.7949,107.9989,0,0
31,1.53274,975.552,564.033,186.7949,107.9989,0,0
32,1.57738,975.552,564.033,186.7949,107.9989,0,0
33,1.62202,975.552,564.033,186.7949,107.9989,0,0
34,1.68155,975.552,564.033,186.7949,107.9989,0,0
35,1.71131,975.552,564.033,186.7949,107.9989,0,0
36,1.77083,975.552,564.033,186.7949,107.9989,0,0
37,1.81548,975.552,564.033,186.7949,107.9989,0,0
38,1.86012,975.552,564.033,186.7949,107.9989,0,0
39,1.91964,975.552,564.033,186.7949,107.9989,0,0
40,1.94940,975.552,564.033,186.7949,107.9989,0,0
41,2.00893,975.552,564.033,186.7949,107.9989,0,0
42,2.06845,975.552,564.033,186.7949,107.9989,0,0
43,2.12798,975.552,564.033,186.7949,107.9989,0,0
44,2.18750,975.552,564.033,186.7949,107.9989,0,0
45,2.24702,975.552,564.033,186.7949,107.9989,0,0
46,2.29167,975.552,564.033,186.7949,107.9989,0,0
47,2.33631,975.552,564.033,186.7949,107.9989,0,0
48,2.39583,975.552,564.033,186.7949,107.9989,0,0
49,2.42560,975.552,564.033,186.7949,107.9989,0,0
50,2.48512,975.552,564.033,186.7949,107.9989,0,0
51,2.52976,975.552,564.033,186.7949,107.9989,0,0
52,2.57440,975.552,564.033,186.7949,107.9989,0,0
53,2.63393,975.552,564.033,186.7949,107.9989,0,0
54,2.66369,975.552,564.033,186.7949,107.9989,0,0
55,2.72321,975.552,564.033,186.7949,107.9989,0,0
56,2.76786,975.552,564.033,186.7949,107.9989,0,0
57,2.81250,975.552,564.033,186.7949,107.9989,0,0
58,2.87202,975.552,564.033,186.7949,107.9989,0,0
59,2.90179,975.552,564.033,186.7949,107.9989,0,0
60,2.96131,975.552,564.033,186.7949,107.9989,0,0
61,3.00595,975.552,564.033,186.7949,107.9989,0,0
62,3.05060,975.552,564.033,186.7949,107.9989,0,0
63,3.11012,975.552,564.033,186.7949,107.9989,0,0
64,3.13988,975.552,564.033,186.7949,107.9989,0,0
65,3.19940,975.552,564.033,186.7949,107.9989,0,0
66,3.24405,975.552,564.033,186.7949,107.9989,0,0
67,3.28869,975.552,564.033,186.7949,107.9989,0,0
68,3.34821,975.552,564.033,186.7949,107.9989,0,0
69,3.37798,975.552,564.033,186.7949,107.9989,0,0
70,3.43750,975.552,564.033,186.7949,107.9989,0,0
71,3.48214,975.552,564.033,186.7949,107.9989,0,0
72,3.52679,975.552,564.033,186.7949,107.9989,0,0
73,3.58631,975.552,564.033,186.7949,107.9989,0,0
74,3.61607,975.552,564.033,186.7949,107.9989,0,0
75,3.67560,975.552,564.033,186.7949,107.9989,0,0
76,3.72024,975.552,564.033,186.7949,107.9989,0,0
77,3.76488,975.552,564.033,186.7949,107.9989,0,0
78,3.82440,975.552,564.033,186.7949,107.9989,0,0
79,3.86905,975.552,564.033,186.7949,107.9989,0,0
80,3.91369,975.552,564.033,186.7949,107.9989,0,0
81,3.97321,975.552,564.033,186.7949,107.9989,0,0
82,4.00298,975.552,564.033,186.7949,107.9989,0,0
83,4.06250,975.552,564.033,186.7949,107.9989,0,0
84,4.10714,975.552,564.033,186.7949,107.9989,0,0
85,4.15179,975.552,564.033,186.7949,107.9989,0,0
86,4.21131,975.552,564.033,186.7949,107.9989,0,0
87,4.24107,975.552,564.033,186.7949,107.9989,0,0
88,4.28571,975.552,564.033,186.7949,107.9989,0,0
89,4.31548,975.552,564.033,186.7949,107.9989,0,0
90,4.34524,975.552,564.033,186.7949,107.9989,0,0
91,4.37500,975.552,564.033,186.7949,107.9989,0,0
92,4.40476,975.552,564.033,186.7949,107.9989,0,0
93,4.43452,975.552,564.033,186.7949,107.9989,0,0
94,4.46429,975.552,564.033,186.7949,107.9989,0,0
95,4.49405,975.552,564.033,186.7949,107.9989,0,0
96,4.53869,975.552,564.033,186.7949,107.9989,0,0
97,4.56845,975.552,564.033,186.7949,107.9989,0,0
98,4.61310,975.552,564.033,186.7949,107.9989,0,0
99,4.64286,975.552,564.033,186.7949,107.9989,0,0
100,4.67262,975.552,564.033,186.7949,107.9989,0,0
101,4.70238,975.552,564.033,186.7949,107.9989,0,0
102,4.73214,975.552,564.033,186.7949,107.9989,0,0
103,4.76190,975.552,564.033,186.7949,107.9989,0,0
104,4.79167,975.552,564.033,186.7949,107.9989,0,0
105,4.82143,975.552,564.033,186.7949,107.9989,0,0
106,4.85119,975.552,564.033,186.7949,107.9989,0,0
107,4.88095,975.552,564.033,186.7949,107.9989,0,0
108,4.92560,975.552,564.033,186.7949,107.9989,0,0
109,4.95536,975.552,564.033,186.7949,107.9989,0,0
110,5.00000,975.552,564.033,186.7949,107.9989,0,0
111,5.02976,975.552,564.033,186.7949,107.9989,0,0
112,5.05952,975.552,564.033,186.7949,107.9989,0,0
113,5.08929,975.552,564.033,186.7949,107.9989,0,0
114,5.11905,975.552,564.033,186.7949,107.9989,0,0
115,5.14881,975.552,564.033,186.7949,107.9989,0,0
116,5.17857,975.552,564.033,186.7949,107.9989,0,0
117,5.20833,975.552,564.033,186.7949,107.9989,0,0
118,5.23810,975.552,564.033,186.7949,107.9989,0,0
119,5.26786,975.552,564.033,186.7949,107.9989,0,0
120,5.31250,975.552,564.033,186.7949,107.9989,0,0
121,5.34226,975.552,564.033,186.7949,107.9989,0,0
122,5.38690,975.552,564.033,186.7949,107.9989,0,0
123,5.41667,975.552,564.033,186.7949,107.9989,0,0
124,5.44643,975.552,564.033,186.7949,107.9989,0,0
125,5.47619,975.552,564.033,186.7949,107.9989,0,0
126,5.50595,975.552,564.033,186.7949,107.9989,0,0
127,5.53571,975.552,564.033,186.7949,107.9989,0,0
128,5.56548,975.552,564.033,186.7949,107.9989,0,0
129,5.59524,975.552,564.033,186.7949,107.9989,0,0
130,5.62500,975.552,564.033,186.7949,107.9989,0,0
131,5.65476,975.552,564.033,186.7949,107.9989,0,0
132,5.68452,975.552,564.033,186.7949,107.9989,0,0
133,5.72917,975.552,564.033,186.7949,107.9989,0,0
134,5.75893,975.552,564.033,186.7949,107.9989,0,0
135,5.80357,975.552,564.033,186.7949,107.9989,0,0
136,5.83333,975.552,564.033,186.7949,107.9989,0,0
137,5.86310,975.552,564.033,186.7949,107.9989,0,0
138,5.89286,975.552,564.033,186.7949,107.9989,0,0
139,5.92262,975.552,564.033,186.7949,107.9989,0,0
140,5.95238,975.552,564.033,186.7949,107.9989,0,0
141,5.98214,975.552,564.033,186.7949,107.9989,0,0
142,6.01190,975.552,564.033,186.7949,107.9989,0,0
143,6.04167,975.552,564.033,186.7949,107.9989,0,0
144,6.07143,975.552,564.033,186.7949,107.9989,0,0
145,6.11607,975.552,564.033,186.7949,107.9989,0,0
146,6.14583,975.552,564.033,186.7949,107.9989,0,0
147,6.19048,975.552,564.033,186.7949,107.9989,0,0
148,6.22024,975.552,564.033,186.7949,107.9989,0,0
149,6.25000,975.552,564.033,186.7949,107.9989,0,0
150,6.27976,975.552,564.033,186.7949,107.9989,0,0
151,6.30952,975.552,564.033,186.7949,107.9989,0,0
152,6.33929,975.552,564.033,186.7949,107.9989,0,0
153,6.36905,975.552,564.033,186.7949,107.9989,0,0
