frame,t_s,xc_px,yc_px,xc_mm,yc_mm,seguido,area_px
0,0.03342,998.181,526.509,189.4751,99.9422,1,392
1,0.06684,998.820,527.906,189.5965,100.2073,1,420
2,0.08355,998.566,529.596,189.5483,100.5281,1,396
3,0.13368,996.726,532.107,189.1989,101.0048,1,392
4,0.20052,995.699,533.454,189.0041,101.2605,1,392
5,0.26736,996.971,533.254,189.2454,101.2226,1,390
6,0.30078,998.104,534.641,189.4604,101.4858,1,446
7,0.33420,999.955,535.401,189.8119,101.6300,1,426
8,0.36762,1002.764,537.189,190.3451,101.9694,1,416
9,0.40104,1004.757,540.199,190.7234,102.5407,1,408
10,0.43446,1005.969,542.105,190.9535,102.9027,1,422
11,0.46788,1007.262,545.501,191.1989,103.5472,1,428
12,0.50130,1006.806,548.711,191.1124,104.1565,1,414
13,0.53472,1006.150,550.274,190.9878,104.4532,1,434
14,0.56814,1005.763,551.834,190.9143,104.7494,1,427
15,0.60156,1004.256,552.047,190.6282,104.7897,1,388
16,0.63498,1003.554,551.591,190.4950,104.7031,1,412
17,0.66840,1003.180,551.284,190.4241,104.6450,1,432
18,0.70182,1002.603,551.399,190.3144,104.6668,1,404
19,0.73524,1002.581,550.946,190.3103,104.5809,1,396
20,0.76866,1003.029,551.483,190.3953,104.6827,1,424
21,0.80208,1003.197,552.257,190.4272,104.8296,1,428
22,0.83550,1003.446,553.165,190.4746,105.0021,1,415
23,0.86892,1004.132,554.327,190.6047,105.2226,1,402
24,0.90234,1003.430,555.582,190.4715,105.4609,1,408
25,0.93576,1003.276,555.555,190.4422,105.4558,1,408
26,0.96918,1003.085,556.353,190.4060,105.6071,1,404
27,1.00260,1002.795,556.678,190.3510,105.6688,1,417
28,1.03602,1002.849,557.188,190.3612,105.7657,1,420
29,1.06944,1002.820,557.962,190.3557,105.9126,1,409
30,1.10286,1002.309,558.446,190.2586,106.0045,1,393
31,1.13628,1001.814,558.697,190.1647,106.0522,1,392
32,1.16970,1001.350,559.339,190.0767,106.1739,1,424
33,1.20312,999.960,559.001,189.8128,106.1097,1,404
34,1.23654,999.068,558.972,189.6435,106.1043,1,390
35,1.26997,996.867,558.184,189.2256,105.9548,1,376
36,1.30339,995.805,556.476,189.0241,105.6304,1,403
37,1.33681,994.263,555.934,188.7314,105.5276,1,396
38,1.37023,993.092,554.355,188.5092,105.2279,1,399
39,1.40365,993.068,553.923,188.5045,105.1459,1,368
40,1.43707,992.754,554.310,188.4449,105.2194,1,415
41,1.47049,992.289,554.665,188.3567,105.2867,1,443
42,1.50391,991.763,555.006,188.2569,105.3514,1,428
43,1.53733,990.960,554.542,188.1045,105.2635,1,416
44,1.57075,990.194,553.292,187.9590,105.0262,1,428
45,1.60417,990.326,551.911,187.9841,104.7639,1,431
46,1.63759,990.728,551.276,188.0604,104.6435,1,436
47,1.67101,991.058,551.319,188.1230,104.6516,1,420
48,1.70443,990.872,550.961,188.0878,104.5836,1,416
49,1.73785,991.100,550.672,188.1310,104.5287,1,408
50,1.77127,990.234,549.421,187.9666,104.2913,1,388
51,1.80469,990.319,547.754,187.9829,103.9750,1,376
52,1.83811,990.218,546.461,187.9635,103.7294,1,404
53,1.87153,990.039,545.409,187.9297,103.5297,1,440
54,1.90495,990.371,545.305,187.9926,103.5101,1,404
55,1.93837,990.201,545.847,187.9604,103.6130,1,372
56,1.97179,990.090,545.772,187.9394,103.5987,1,400
57,2.00521,990.847,545.407,188.0831,103.5295,1,397
58,2.03863,990.764,544.784,188.0672,103.4112,1,416
59,2.07205,991.405,543.480,188.1889,103.1636,1,384
60,2.10547,991.517,543.537,188.2102,103.1745,1,387
61,2.13889,991.448,543.573,188.1970,103.1812,1,406
62,2.17231,991.648,543.490,188.2351,103.1654,1,424
63,2.20573,991.660,544.134,188.2373,103.2878,1,364
64,2.23915,991.591,544.162,188.2241,103.2931,1,377
65,2.27257,992.304,543.691,188.3596,103.2037,1,372
66,2.30599,993.580,544.124,188.6017,103.2858,1,393
67,2.33941,995.597,544.420,188.9846,103.3421,1,422
68,2.37283,996.947,546.060,189.2409,103.6533,1,438
69,2.40625,997.721,547.367,189.3878,103.9014,1,444
70,2.43967,997.037,549.670,189.2580,104.3385,1,416
71,2.47309,995.619,550.476,188.9888,104.4915,1,424
72,2.50651,994.014,551.090,188.6841,104.6081,1,434
73,2.53993,992.317,550.978,188.3620,104.5869,1,413
74,2.57335,991.299,550.297,188.1688,104.4577,1,407
75,2.60677,990.148,550.208,187.9503,104.4407,1,388
76,2.64019,989.466,550.775,187.8208,104.5483,1,408
77,2.67361,988.036,552.491,187.5495,104.8740,1,404
78,2.70703,985.860,554.098,187.1363,105.1791,1,392
79,2.74045,983.852,555.719,186.7553,105.4869,1,379
80,2.77387,980.232,556.504,186.0681,105.6358,1,388
81,2.80729,978.415,555.906,185.7231,105.5224,1,380
82,2.84071,976.957,555.470,185.4463,105.4395,1,388
83,2.87413,976.387,554.403,185.3382,105.2371,1,385
84,2.90755,976.375,553.395,185.3359,105.0456,1,389
85,2.94097,976.445,552.643,185.3492,104.9030,1,380
86,2.97439,975.346,551.114,185.1405,104.6127,1,384
