frame,t_s,xc_px,yc_px,xc_mm,yc_mm,seguido,area_px
0,0.03524,960.014,609.162,182.2302,115.6314,1,484
1,0.07049,959.883,609.102,182.2053,115.6201,1,481
2,0.10573,959.699,608.996,182.1704,115.5999,1,488
3,0.14098,959.505,609.036,182.1336,115.6075,1,476
4,0.17622,959.371,608.992,182.1081,115.5990,1,471
5,0.21147,958.975,608.979,182.0331,115.5966,1,462
6,0.24671,958.686,608.806,181.9781,115.5638,1,443
7,0.28195,958.137,608.394,181.8739,115.4856,1,476
8,0.31720,957.410,608.213,181.7359,115.4512,1,484
9,0.35244,957.162,607.603,181.6889,115.3354,1,464
10,0.38769,956.539,607.561,181.5705,115.3276,1,472
11,0.42293,956.479,607.220,181.5592,115.2627,1,495
12,0.45818,956.356,607.268,181.5359,115.2718,1,492
13,0.49342,956.327,606.991,181.5304,115.2193,1,464
14,0.52866,956.250,607.259,181.5158,115.2702,1,472
15,0.56391,956.036,607.102,181.4752,115.2403,1,459
16,0.59915,955.678,607.140,181.4071,115.2476,1,452
17,0.63440,955.084,606.999,181.2945,115.2209,1,472
18,0.66964,954.675,606.706,181.2169,115.1652,1,460
19,0.70489,954.134,606.287,181.1140,115.0856,1,504
20,0.74013,953.663,605.842,181.0246,115.0012,1,479
21,0.77537,953.311,605.387,180.9580,114.9148,1,473
22,0.81062,952.956,605.254,180.8905,114.8896,1,444
23,0.84586,952.977,604.974,180.8944,114.8365,1,464
24,0.88111,952.803,605.091,180.8614,114.8586,1,478
25,0.91635,952.804,605.004,180.8616,114.8421,1,480
26,0.95160,952.706,605.153,180.8430,114.8703,1,459
27,0.98684,952.480,604.946,180.8001,114.8311,1,492
28,1.02208,952.196,605.074,180.7463,114.8555,1,490
29,1.05733,951.784,604.649,180.6680,114.7747,1,476
30,1.09257,951.383,604.248,180.5920,114.6987,1,490
31,1.12782,950.748,603.897,180.4713,114.6320,1,497
32,1.16306,950.542,603.352,180.4323,114.5285,1,453
33,1.19831,950.323,603.177,180.3907,114.4953,1,436
34,1.23355,950.143,602.780,180.3566,114.4199,1,469
35,1.26879,950.322,602.870,180.3905,114.4370,1,473
36,1.30404,950.163,602.734,180.3602,114.4112,1,474
37,1.33928,949.998,602.867,180.3290,114.4365,1,464
38,1.37453,949.920,602.910,180.3141,114.4446,1,432
39,1.40977,949.517,602.749,180.2378,114.4140,1,460
40,1.44502,949.291,602.536,180.1949,114.3736,1,459
41,1.48026,948.848,602.359,180.1107,114.3400,1,455
42,1.51550,948.323,601.962,180.0110,114.2648,1,469
43,1.55075,948.170,601.833,179.9820,114.2402,1,487
44,1.58599,947.476,601.423,179.8503,114.1624,1,491
45,1.62124,947.858,601.178,179.9229,114.1158,1,492
46,1.65648,947.223,600.767,179.8023,114.0379,1,469
47,1.69173,947.523,600.856,179.8591,114.0547,1,479
48,1.72697,947.145,600.534,179.7875,113.9936,1,467
49,1.76221,947.294,600.702,179.8157,114.0256,1,472
50,1.79746,946.925,600.667,179.7457,114.0189,1,468
51,1.83270,946.739,600.570,179.7103,114.0004,1,452
52,1.86795,946.580,600.437,179.6802,113.9752,1,474
53,1.90319,946.082,600.087,179.5857,113.9088,1,485
54,1.93844,945.916,599.859,179.5541,113.8654,1,478
55,1.97368,945.345,599.300,179.4457,113.7594,1,468
56,2.00892,945.187,599.200,179.4158,113.7403,1,498
57,2.04417,944.713,598.787,179.3259,113.6620,1,499
58,2.07941,944.918,598.717,179.3647,113.6488,1,483
59,2.11466,944.743,598.497,179.3315,113.6070,1,476
60,2.14990,944.897,598.565,179.3608,113.6198,1,494
61,2.18515,944.531,598.615,179.2912,113.6294,1,467
62,2.22039,944.621,598.529,179.3084,113.6131,1,481
63,2.25563,944.020,598.490,179.1943,113.6057,1,489
64,2.29088,943.875,598.193,179.1667,113.5493,1,476
65,2.32612,943.363,597.708,179.0695,113.4573,1,471
66,2.36137,943.026,597.343,179.0056,113.3879,1,483
67,2.39661,942.689,596.978,178.9416,113.3187,1,494
68,2.43186,942.551,596.751,178.9154,113.2755,1,481
69,2.46710,942.368,596.580,178.8807,113.2431,1,480
70,2.50234,942.361,596.445,178.8794,113.2175,1,476
71,2.53759,942.153,596.452,178.8399,113.2188,1,479
72,2.57283,942.349,596.056,178.8771,113.1435,1,488
73,2.60808,942.029,596.211,178.8163,113.1731,1,475
74,2.64332,941.867,595.863,178.7856,113.1069,1,485
75,2.67857,941.618,595.606,178.7383,113.0582,1,472
76,2.71381,940.927,595.347,178.6072,113.0089,1,483
77,2.74905,940.737,594.780,178.5710,112.9013,1,479
78,2.78430,940.185,594.563,178.4663,112.8601,1,476
79,2.81954,939.840,593.936,178.4008,112.7411,1,452
80,2.85479,939.646,593.872,178.3639,112.7291,1,477
81,2.89003,939.651,593.730,178.3650,112.7020,1,468
82,2.92528,939.642,593.511,178.3632,112.6604,1,484
83,2.96052,939.755,593.529,178.3847,112.6639,1,514
84,2.99576,939.509,593.321,178.3380,112.6244,1,466
85,3.03101,939.105,593.093,178.2613,112.5811,1,453
86,3.06625,938.873,592.961,178.2172,112.5561,1,476
87,3.10150,938.304,592.513,178.1092,112.4710,1,479
88,3.13674,938.052,592.116,178.0615,112.3958,1,480
89,3.17199,937.744,591.590,178.0029,112.2959,1,468
90,3.20723,937.445,591.088,177.9462,112.2006,1,469
91,3.24247,937.360,590.901,177.9301,112.1651,1,458
92,3.27772,937.260,590.624,177.9110,112.1124,1,478
93,3.31296,937.043,590.520,177.8699,112.0927,1,477
94,3.34821,937.040,590.375,177.8694,112.0653,1,465
95,3.38345,936.783,590.394,177.8205,112.0688,1,463
96,3.41870,936.455,590.232,177.7582,112.0381,1,503
97,3.45394,936.320,589.901,177.7326,111.9753,1,481
98,3.48918,935.703,589.524,177.6155,111.9037,1,483
99,3.52443,935.615,588.851,177.5989,111.7760,1,502
100,3.55967,935.066,588.467,177.4946,111.7031,1,476
101,3.59492,935.047,588.028,177.4911,111.6198,1,452
102,3.63016,934.669,587.640,177.4193,111.5461,1,468
103,3.66541,934.532,587.673,177.3933,111.5524,1,515
104,3.70065,934.501,587.154,177.3873,111.4538,1,494
105,3.73589,934.430,587.274,177.3738,111.4766,1,492
106,3.77114,934.297,586.929,177.3487,111.4110,1,496
107,3.80638,934.486,586.716,177.3845,111.3706,1,475
108,3.84163,933.921,586.671,177.2773,111.3621,1,467
109,3.87687,933.805,586.299,177.2553,111.2915,1,491
110,3.91211,933.319,585.946,177.1630,111.2245,1,479
111,3.94736,932.831,585.681,177.0703,111.1743,1,492
112,3.98260,932.704,584.927,177.0463,111.0311,1,495
113,4.01785,932.481,584.874,177.0039,111.0210,1,496
114,4.05309,932.443,584.425,176.9968,110.9358,1,471
115,4.08834,932.506,584.160,177.0088,110.8855,1,491
116,4.12358,932.305,583.910,176.9706,110.8380,1,487
117,4.15882,932.299,583.727,176.9695,110.8032,1,490
118,4.19407,932.106,583.397,176.9328,110.7407,1,482
119,4.22931,932.091,583.344,176.9299,110.7306,1,483
120,4.26456,931.777,583.149,176.8704,110.6937,1,490
121,4.29980,931.498,582.769,176.8174,110.6214,1,477
122,4.33505,931.035,582.466,176.7295,110.5639,1,506
