frame,t_s,xc_px,yc_px,xc_mm,yc_mm,seguido,area_px
0,0.03342,1054.421,542.406,201.8901,103.8545,1,172
1,0.06684,1055.595,544.369,202.1150,104.2304,1,164
2,0.08355,1055.403,544.478,202.0782,104.2512,1,132
3,0.13368,1055.654,547.195,202.1263,104.7716,1,108
4,0.20052,1056.314,550.587,202.2527,105.4210,1,123
5,0.23394,1056.884,551.202,202.3618,105.5387,1,128
6,0.26736,1057.336,554.074,202.4484,106.0886,1,176
7,0.30078,1056.521,554.727,202.2923,106.2136,1,152
8,0.33420,1056.975,556.488,202.3791,106.5509,1,128
9,0.36762,1056.354,556.896,202.2602,106.6289,1,117
10,0.40104,1056.447,558.303,202.2782,106.8983,1,104
11,0.43446,1055.746,558.778,202.1438,106.9893,1,143
12,0.46788,1055.972,560.702,202.1872,107.3577,1,120
13,0.50130,1055.380,561.243,202.0739,107.4613,1,88
14,0.53472,1054.965,563.444,201.9943,107.8827,1,96
15,0.56814,1054.622,565.089,201.9287,108.1977,1,79
16,0.60156,1054.623,566.043,201.9288,108.3804,1,68
17,0.63498,1054.853,569.409,201.9729,109.0249,1,88
18,0.66840,1054.183,570.556,201.8446,109.2445,1,102
19,0.70182,1055.575,573.377,202.1112,109.7847,1,100
20,0.73524,1053.339,574.666,201.6831,110.0314,1,96
21,0.76866,1053.748,577.098,201.7613,110.4970,1,100
22,0.80208,1052.136,576.835,201.4528,110.4466,1,102
23,0.83550,1050.492,580.166,201.1379,111.0844,1,84
24,0.86892,1049.669,580.903,200.9803,111.2255,1,44
25,0.90234,1047.178,584.240,200.5034,111.8645,1,100
26,0.93576,1046.769,585.607,200.4251,112.1263,1,150
27,0.96918,1046.210,586.916,200.3180,112.3769,1,132
28,1.00260,1044.458,588.695,199.9826,112.7176,1,136
29,1.03602,1044.585,588.416,200.0069,112.6641,1,138
30,1.06944,1040.875,590.192,199.2965,113.0041,1,127
31,1.10286,1038.954,589.918,198.9287,112.9517,1,76
32,1.13628,1034.734,592.003,198.1206,113.3509,1,152
33,1.16970,1032.110,592.017,197.6182,113.3536,1,91
34,1.20312,1028.469,594.005,196.9211,113.7343,1,131
35,1.23654,1026.017,593.703,196.4516,113.6764,1,112
36,1.26997,1023.709,592.301,196.0097,113.4080,1,71
37,1.30339,1022.555,590.597,195.7887,113.0818,1,76
38,1.33681,1020.632,587.352,195.4205,112.4603,1,150
39,1.37023,1019.912,585.552,195.2827,112.1157,1,145
40,1.40365,1018.258,583.655,194.9660,111.7525,1,158
41,1.43707,1018.317,582.104,194.9774,111.4555,1,118
42,1.47049,1016.380,582.254,194.6066,111.4843,1,157
43,1.50391,1017.098,579.684,194.7439,110.9921,1,104
44,1.53733,1015.208,580.594,194.3821,111.1665,1,132
45,1.57075,1013.764,577.348,194.1056,110.5449,1,144
46,1.60417,1013.237,578.463,194.0046,110.7584,1,120
47,1.63759,1008.999,575.490,193.1933,110.1892,1,131
48,1.67101,1009.181,576.020,193.2280,110.2906,1,74
49,1.70443,1005.267,573.925,192.4786,109.8896,1,109
50,1.73785,1004.982,573.796,192.4240,109.8648,1,87
51,1.77127,1003.134,571.601,192.0703,109.4446,1,121
52,1.80469,1002.188,572.066,191.8891,109.5335,1,128
53,1.83811,1001.526,569.003,191.7623,108.9470,1,132
54,1.87153,1000.092,569.081,191.4877,108.9619,1,145
55,1.90495,1000.810,566.017,191.6253,108.3754,1,118
56,1.93837,998.836,564.939,191.2474,108.1690,1,151
57,1.97179,998.822,561.922,191.2445,107.5914,1,88
58,2.00521,998.104,560.838,191.1071,107.3837,1,124
59,2.03863,997.031,557.465,190.9017,106.7380,1,139
60,2.07205,999.143,556.208,191.3060,106.4973,1,144
61,2.10547,998.812,555.083,191.2427,106.2819,1,168
62,2.13889,1000.618,553.576,191.5886,105.9933,1,184
63,2.17231,1002.970,553.849,192.0388,106.0456,1,136
64,2.20573,1002.888,553.683,192.0231,106.0138,1,200
65,2.23915,1004.544,552.330,192.3402,105.7547,1,127
66,2.27257,1005.514,552.871,192.5259,105.8583,1,138
67,2.30599,1002.777,551.419,192.0018,105.5803,1,128
68,2.33941,1003.152,549.633,192.0736,105.2384,1,100
69,2.37283,999.758,548.699,191.4238,105.0594,1,155
70,2.40625,999.076,545.073,191.2933,104.3652,1,108
71,2.43967,999.890,545.053,191.4491,104.3614,1,156
72,2.47309,999.970,543.016,191.4644,103.9713,1,168
73,2.50651,1002.380,543.158,191.9260,103.9985,1,104
74,2.53993,1002.350,542.644,191.9202,103.9002,1,124
75,2.57335,1003.651,540.777,192.1693,103.5426,1,98
76,2.60677,1003.359,541.295,192.1133,103.6418,1,116
77,2.64019,1004.535,539.667,192.3385,103.3301,1,80
78,2.67361,1005.420,538.823,192.5080,103.1686,1,64
79,2.70703,1006.907,538.487,192.7926,103.1042,1,70
80,2.74045,1008.882,537.050,193.1709,102.8290,1,84
81,2.77387,1011.865,536.404,193.7420,102.7054,1,105
82,2.80729,1013.377,535.314,194.0315,102.4967,1,118
83,2.84071,1016.902,534.567,194.7063,102.3536,1,84
84,2.87413,1018.774,533.797,195.0649,102.2062,1,132
85,2.90755,1021.920,532.208,195.6673,101.9021,1,92
86,2.94097,1024.895,532.785,196.2367,102.0125,1,147
87,2.97439,1025.286,531.700,196.3117,101.8046,1,136
