frame,t_s,xc_px,yc_px,xc_mm,yc_mm,seguido,area_px
0,0.03322,791.753,527.276,97.6919,65.0590,0,0
1,0.06645,791.753,527.276,97.6919,65.0590,0,0
2,0.09967,791.753,527.276,97.6919,65.0590,0,0
3,0.13290,791.753,527.276,97.6919,65.0590,0,0
4,0.16612,791.753,527.276,97.6919,65.0590,0,0
5,0.19935,791.753,527.276,97.6919,65.0590,0,0
6,0.23257,791.753,527.276,97.6919,65.0590,0,0
7,0.26580,791.753,527.276,97.6919,65.0590,0,0
8,0.29902,791.753,527.276,97.6919,65.0590,0,0
9,0.33225,791.753,527.276,97.6919,65.0590,0,0
10,0.36547,791.753,527.276,97.6919,65.0590,0,0
11,0.39870,791.753,527.276,97.6919,65.0590,0,0
12,0.43192,791.753,527.276,97.6919,65.0590,0,0
13,0.46514,791.753,527.276,97.6919,65.0590,0,0
14,0.49837,791.753,527.276,97.6919,65.0590,0,0
15,0.53159,791.753,527.276,97.6919,65.0590,0,0
16,0.56482,791.753,527.276,97.6919,65.0590,0,0
17,0.59804,791.753,527.276,97.6919,65.0590,0,0
18,0.63127,791.753,527.276,97.6919,65.0590,0,0
19,0.66449,791.753,527.276,97.6919,65.0590,0,0
20,0.69772,791.753,527.276,97.6919,65.0590,0,0
21,0.73094,791.753,527.276,97.6919,65.0590,0,0
22,0.76417,791.753,527.276,97.6919,65.0590,0,0
23,0.79739,791.753,527.276,97.6919,65.0590,0,0
24,0.83061,791.753,527.276,97.6919,65.0590,0,0
25,0.86384,791.753,527.276,97.6919,65.0590,0,0
26,0.89706,791.753,527.276,97.6919,65.0590,0,0
27,0.93029,791.753,527.276,97.6919,65.0590,0,0
28,0.96351,791.753,527.276,97.6919,65.0590,0,0
29,0.99674,791.753,527.276,97.6919,65.0590,0,0
30,1.02996,791.753,527.276,97.6919,65.0590,0,0
31,1.06319,791.753,527.276,97.6919,65.0590,0,0
32,1.09641,791.753,527.276,97.6919,65.0590,0,0
33,1.12964,791.753,527.276,97.6919,65.0590,0,0
34,1.16286,791.753,527.276,97.6919,65.0590,0,0
35,1.19609,791.753,527.276,97.6919,65.0590,0,0
36,1.22931,791.753,527.276,97.6919,65.0590,0,0
37,1.26253,791.753,527.276,97.6919,65.0590,0,0
38,1.29576,791.753,527.276,97.6919,65.0590,0,0
39,1.32898,791.753,527.276,97.6919,65.0590,0,0
40,1.36221,791.753,527.276,97.6919,65.0590,0,0
41,1.39543,791.753,527.276,97.6919,65.0590,0,0
42,1.42866,791.753,527.276,97.6919,65.0590,0,0
43,1.46188,791.753,527.276,97.6919,65.0590,0,0
44,1.49511,791.753,527.276,97.6919,65.0590,0,0
45,1.52833,791.753,527.276,97.6919,65.0590,0,0
46,1.56156,791.753,527.276,97.6919,65.0590,0,0
47,1.59478,791.753,527.276,97.6919,65.0590,0,0
48,1.62801,791.753,527.276,97.6919,65.0590,0,0
49,1.66123,791.753,527.276,97.6919,65.0590,0,0
50,1.69445,791.753,527.276,97.6919,65.0590,0,0
51,1.72768,791.753,527.276,97.6919,65.0590,0,0
52,1.76090,791.753,527.276,97.6919,65.0590,0,0
53,1.79413,791.753,527.276,97.6919,65.0590,0,0
54,1.82735,791.753,527.276,97.6919,65.0590,0,0
55,1.86058,791.753,527.276,97.6919,65.0590,0,0
56,1.89380,791.753,527.276,97.6919,65.0590,0,0
57,1.92703,791.753,527.276,97.6919,65.0590,0,0
58,1.96025,791.753,527.276,97.6919,65.0590,0,0
59,1.99348,791.753,527.276,97.6919,65.0590,0,0
60,2.02670,791.753,527.276,97.6919,65.0590,0,0
61,2.05992,791.753,527.276,97.6919,65.0590,0,0
62,2.09315,791.753,527.276,97.6919,65.0590,0,0
63,2.12637,791.753,527.276,97.6919,65.0590,0,0
64,2.15960,791.753,527.276,97.6919,65.0590,0,0
65,2.19282,791.753,527.276,97.6919,65.0590,0,0
66,2.22605,791.753,527.276,97.6919,65.0590,0,0
67,2.25927,791.753,527.276,97.6919,65.0590,0,0
68,2.29250,791.753,527.276,97.6919,65.0590,0,0
69,2.32572,791.753,527.276,97.6919,65.0590,0,0
70,2.35895,791.753,527.276,97.6919,65.0590,0,0
71,2.39217,791.753,527.276,97.6919,65.0590,0,0
72,2.42540,791.753,527.276,97.6919,65.0590,0,0
73,2.45862,791.753,527.276,97.6919,65.0590,0,0
74,2.49184,791.753,527.276,97.6919,65.0590,0,0
75,2.52507,791.753,527.276,97.6919,65.0590,0,0
76,2.55829,791.753,527.276,97.6919,65.0590,0,0
77,2.59152,791.753,527.276,97.6919,65.0590,0,0
78,2.62474,791.753,527.276,97.6919,65.0590,0,0
79,2.65797,791.753,527.276,97.6919,65.0590,0,0
80,2.69119,791.753,527.276,97.6919,65.0590,0,0
81,2.72442,791.753,527.276,97.6919,65.0590,0,0
82,2.75764,791.753,527.276,97.6919,65.0590,0,0
83,2.79087,791.753,527.276,97.6919,65.0590,0,0
84,2.82409,791.753,527.276,97.6919,65.0590,0,0
85,2.85732,791.753,527.276,97.6919,65.0590,0,0
86,2.89054,791.753,527.276,97.6919,65.0590,0,0
87,2.92376,791.753,527.276,97.6919,65.0590,0,0
88,2.95699,791.753,527.276,97.6919,65.0590,0,0
89,2.99021,791.753,527.276,97.6919,65.0590,0,0
