frame,t_s,xc_px,yc_px,xc_mm,yc_mm,seguido,area_px
0,0.03269,975.552,564.033,186.7949,107.9989,0,0
1,0.06539,975.552,564.033,186.7949,107.9989,0,0
2,0.11443,975.552,564.033,186.7949,107.9989,0,0
3,0.14712,975.552,564.033,186.7949,107.9989,0,0
4,0.19616,975.552,564.033,186.7949,107.9989,0,0
5,0.22886,975.552,564.033,186.7949,107.9989,0,0
6,0.26155,975.552,564.033,186.7949,107.9989,0,0
7,0.29424,975.552,564.033,186.7949,107.9989,0,0
8,0.32694,975.552,564.033,186.7949,107.9989,0,0
9,0.35963,975.552,564.033,186.7949,107.9989,0,0
10,0.39232,975.552,564.033,186.7949,107.9989,0,0
11,0.42502,975.552,564.033,186.7949,107.9989,0,0
12,0.45771,975.552,564.033,186.7949,107.9989,0,0
13,0.49040,975.552,564.033,186.7949,107.9989,0,0
14,0.52310,975.552,564.033,186.7949,107.9989,0,0
15,0.55579,975.552,564.033,186.7949,107.9989,0,0
16,0.58848,975.552,564.033,186.7949,107.9989,0,0
17,0.62118,975.552,564.033,186.7949,107.9989,0,0
18,0.65387,975.552,564.033,186.7949,107.9989,0,0
19,0.68657,975.552,564.033,186.7949,107.9989,0,0
20,0.71926,975.552,564.033,186.7949,107.9989,0,0
21,0.75195,975.552,564.033,186.7949,107.9989,0,0
22,0.78465,975.552,564.033,186.7949,107.9989,0,0
23,0.83369,975.552,564.033,186.7949,107.9989,0,0
24,0.86638,975.552,564.033,186.7949,107.9989,0,0
25,0.91542,975.552,564.033,186.7949,107.9989,0,0
26,0.94811,975.552,564.033,186.7949,107.9989,0,0
27,0.98081,975.552,564.033,186.7949,107.9989,0,0
28,1.01350,975.552,564.033,186.7949,107.9989,0,0
29,1.04620,975.552,564.033,186.7949,107.9989,0,0
30,1.07889,975.552,564.033,186.7949,107.9989,0,0
31,1.11158,975.552,564.033,186.7949,107.9989,0,0
32,1.14428,975.552,564.033,186.7949,107.9989,0,0
33,1.17697,975.552,564.033,186.7949,107.9989,0,0
34,1.20966,975.552,564.033,186.7949,107.9989,0,0
35,1.24236,975.552,564.033,186.7949,107.9989,0,0
36,1.27505,975.552,564.033,186.7949,107.9989,0,0
37,1.30774,975.552,564.033,186.7949,107.9989,0,0
38,1.34044,975.552,564.033,186.7949,107.9989,0,0
39,1.37313,975.552,564.033,186.7949,107.9989,0,0
40,1.40583,975.552,564.033,186.7949,107.9989,0,0
41,1.43852,975.552,564.033,186.7949,107.9989,0,0
42,1.47121,975.552,564.033,186.7949,107.9989,0,0
43,1.50391,975.552,564.033,186.7949,107.9989,0,0
44,1.53660,975.552,564.033,186.7949,107.9989,0,0
45,1.56929,975.552,564.033,186.7949,107.9989,0,0
46,1.60199,975.552,564.033,186.7949,107.9989,0,0
47,1.63468,975.552,564.033,186.7949,107.9989,0,0
48,1.66737,975.552,564.033,186.7949,107.9989,0,0
49,1.70007,975.552,564.033,186.7949,107.9989,0,0
50,1.73276,975.552,564.033,186.7949,107.9989,0,0
51,1.76545,975.552,564.033,186.7949,107.9989,0,0
52,1.79815,975.552,564.033,186.7949,107.9989,0,0
53,1.83084,975.552,564.033,186.7949,107.9989,0,0
54,1.86354,975.552,564.033,186.7949,107.9989,0,0
55,1.89623,975.552,564.033,186.7949,107.9989,0,0
56,1.92892,975.552,564.033,186.7949,107.9989,0,0
57,1.96162,975.552,564.033,186.7949,107.9989,0,0
58,1.99431,975.552,564.033,186.7949,107.9989,0,0
59,2.02700,975.552,564.033,186.7949,107.9989,0,0
60,2.05970,975.552,564.033,186.7949,107.9989,0,0
61,2.09239,975.552,564.033,186.7949,107.9989,0,0
62,2.12508,975.552,564.033,186.7949,107.9989,0,0
63,2.15778,975.552,564.033,186.7949,107.9989,0,0
64,2.19047,975.552,564.033,186.7949,107.9989,0,0
65,2.22317,975.552,564.033,186.7949,107.9989,0,0
66,2.25586,975.552,564.033,186.7949,107.9989,0,0
67,2.28855,975.552,564.033,186.7949,107.9989,0,0
68,2.32125,975.552,564.033,186.7949,107.9989,0,0
69,2.35394,975.552,564.033,186.7949,107.9989,0,0
70,2.38663,975.552,564.033,186.7949,107.9989,0,0
71,2.41933,975.552,564.033,186.7949,107.9989,0,0
72,2.46837,975.552,564.033,186.7949,107.9989,0,0
73,2.50106,975.552,564.033,186.7949,107.9989,0,0
74,2.55010,975.552,564.033,186.7949,107.9989,0,0
75,2.58280,975.552,564.033,186.7949,107.9989,0,0
76,2.61549,975.552,564.033,186.7949,107.9989,0,0
77,2.64818,975.552,564.033,186.7949,107.9989,0,0
78,2.68088,975.552,564.033,186.7949,107.9989,0,0
79,2.71357,975.552,564.033,186.7949,107.9989,0,0
80,2.74626,975.552,564.033,186.7949,107.9989,0,0
81,2.77896,975.552,564.033,186.7949,107.9989,0,0
82,2.81165,975.552,564.033,186.7949,107.9989,0,0
83,2.84434,975.552,564.033,186.7949,107.9989,0,0
84,2.87704,975.552,564.033,186.7949,107.9989,0,0
85,2.90973,975.552,564.033,186.7949,107.9989,0,0
86,2.94242,975.552,564.033,186.7949,107.9989,0,0
87,2.97512,975.552,564.033,186.7949,107.9989,0,0
