frame,t_s,xc_px,yc_px,xc_mm,yc_mm,seguido,area_px
0,0.03322,1017.436,518.176,194.8086,99.2153,1,372
1,0.06645,1017.004,518.568,194.7259,99.2903,1,398
2,0.08306,1017.243,518.750,194.7718,99.3252,1,400
3,0.13290,1016.683,519.099,194.6645,99.3920,1,404
4,0.19935,1016.161,519.577,194.5644,99.4834,1,418
5,0.26580,1015.874,519.876,194.5096,99.5408,1,414
6,0.33225,1015.371,520.065,194.4133,99.5770,1,429
7,0.36547,1015.179,520.177,194.3765,99.5985,1,420
8,0.39870,1014.889,520.367,194.3209,99.6348,1,399
9,0.43192,1014.702,520.228,194.2852,99.6081,1,424
10,0.46514,1014.595,520.564,194.2647,99.6725,1,392
11,0.49837,1014.470,520.536,194.2407,99.6672,1,414
12,0.53159,1014.546,520.762,194.2553,99.7104,1,431
13,0.56482,1014.443,520.902,194.2356,99.7372,1,408
14,0.59804,1014.593,521.023,194.2642,99.7603,1,389
15,0.63127,1014.411,521.292,194.2294,99.8119,1,380
16,0.66449,1014.468,521.449,194.2404,99.8420,1,383
17,0.69772,1014.245,521.717,194.1977,99.8933,1,384
18,0.73094,1014.241,521.916,194.1970,99.9313,1,381
19,0.76417,1014.111,521.898,194.1720,99.9279,1,400
20,0.79739,1013.791,522.205,194.1107,99.9868,1,396
21,0.83061,1013.594,522.132,194.0730,99.9728,1,403
22,0.86384,1013.301,522.324,194.0170,100.0095,1,419
23,0.89706,1013.075,522.382,193.9737,100.0205,1,389
24,0.93029,1012.896,522.472,193.9395,100.0379,1,420
25,0.96351,1012.780,522.506,193.9172,100.0443,1,413
26,0.99674,1012.533,522.518,193.8699,100.0466,1,408
27,1.02996,1012.543,522.523,193.8719,100.0475,1,409
28,1.06319,1012.300,522.440,193.8253,100.0317,1,395
29,1.09641,1012.455,522.475,193.8549,100.0385,1,396
30,1.12964,1012.404,522.401,193.8452,100.0243,1,428
31,1.16286,1012.588,522.243,193.8803,99.9940,1,416
32,1.19609,1012.555,522.186,193.8741,99.9830,1,408
33,1.22931,1012.699,522.072,193.9016,99.9612,1,361
34,1.26253,1012.441,521.949,193.8522,99.9377,1,380
35,1.29576,1012.310,522.209,193.8272,99.9875,1,391
36,1.32898,1012.354,522.225,193.8357,99.9905,1,386
37,1.36221,1011.917,522.311,193.7519,100.0069,1,373
38,1.39543,1012.264,522.377,193.8184,100.0196,1,375
39,1.42866,1011.868,522.216,193.7426,99.9887,1,409
40,1.46188,1012.080,522.169,193.7831,99.9798,1,404
41,1.49511,1012.006,522.159,193.7690,99.9779,1,408
42,1.52833,1011.946,522.250,193.7575,99.9952,1,424
43,1.56156,1012.035,522.203,193.7746,99.9863,1,383
44,1.59478,1011.759,522.073,193.7216,99.9614,1,420
45,1.62801,1012.035,521.934,193.7745,99.9347,1,368
46,1.66123,1011.475,521.649,193.6673,99.8803,1,418
47,1.69445,1011.596,521.196,193.6905,99.7935,1,399
48,1.72768,1011.429,521.087,193.6585,99.7726,1,408
49,1.76090,1011.551,520.555,193.6818,99.6708,1,382
50,1.79413,1011.589,520.497,193.6891,99.6596,1,402
51,1.82735,1012.021,520.414,193.7718,99.6438,1,409
52,1.86058,1011.864,520.288,193.7418,99.6196,1,387
53,1.89380,1012.214,520.482,193.8088,99.6568,1,399
54,1.92703,1012.263,520.203,193.8182,99.6033,1,402
55,1.96025,1012.125,520.530,193.7918,99.6659,1,383
56,1.99348,1012.370,520.181,193.8387,99.5991,1,400
57,2.02670,1012.172,520.253,193.8008,99.6130,1,404
58,2.05992,1012.165,520.172,193.7994,99.5974,1,400
59,2.09315,1012.218,520.030,193.8095,99.5702,1,374
60,2.12637,1012.050,519.717,193.7773,99.5103,1,398
61,2.15960,1011.982,519.523,193.7643,99.4732,1,400
62,2.19282,1012.003,518.807,193.7684,99.3361,1,412
63,2.22605,1012.048,518.592,193.7771,99.2949,1,418
64,2.25927,1012.088,517.996,193.7846,99.1808,1,408
65,2.29250,1012.038,517.578,193.7750,99.1008,1,406
66,2.32572,1012.199,517.424,193.8060,99.0712,1,409
67,2.35895,1012.221,516.977,193.8101,98.9858,1,369
68,2.39217,1012.652,517.012,193.8926,98.9924,1,394
69,2.42540,1012.764,516.753,193.9142,98.9428,1,407
70,2.45862,1013.239,516.985,194.0050,98.9873,1,380
71,2.49184,1013.234,516.817,194.0041,98.9551,1,358
72,2.52507,1013.607,516.766,194.0754,98.9453,1,402
73,2.55829,1013.432,516.716,194.0420,98.9358,1,400
74,2.59152,1013.520,516.313,194.0589,98.8585,1,388
75,2.62474,1013.479,516.035,194.0510,98.8053,1,404
76,2.65797,1013.518,515.723,194.0584,98.7455,1,413
77,2.69119,1013.459,515.473,194.0472,98.6977,1,414
78,2.72442,1013.721,514.972,194.0974,98.6018,1,394
79,2.75764,1013.563,514.930,194.0671,98.5938,1,424
80,2.79087,1013.887,514.508,194.1291,98.5129,1,404
81,2.82409,1013.738,514.195,194.1007,98.4529,1,392
82,2.85732,1014.145,514.159,194.1786,98.4461,1,396
83,2.89054,1013.924,513.701,194.1361,98.3584,1,376
84,2.92376,1014.258,513.686,194.2002,98.3556,1,385
85,2.95699,1014.439,513.361,194.2347,98.2934,1,384
86,2.99021,1014.795,513.079,194.3030,98.2393,1,407
