frame,t_s,xc_px,yc_px,xc_mm,yc_mm,seguido,area_px
0,0.03337,1129.755,576.923,219.3206,111.9988,1,212
1,0.06674,1128.968,576.794,219.1678,111.9737,1,172
2,0.10011,1129.199,576.992,219.2127,112.0121,1,178
3,0.13347,1128.759,577.017,219.1271,112.0168,1,220
4,0.16684,1129.471,576.660,219.2655,111.9477,1,218
5,0.20021,1128.445,576.789,219.0663,111.9726,1,183
6,0.23358,1128.499,575.802,219.0767,111.7810,1,204
7,0.26695,1127.903,576.659,218.9610,111.9474,1,189
8,0.30032,1127.349,575.891,218.8534,111.7983,1,179
9,0.33369,1126.951,576.370,218.7761,111.8914,1,188
10,0.36706,1125.684,575.568,218.5303,111.7356,1,222
11,0.40042,1124.739,574.533,218.3468,111.5347,1,232
12,0.43379,1123.367,574.089,218.0804,111.4485,1,188
13,0.46716,1121.876,572.878,217.7910,111.2134,1,179
14,0.50053,1120.444,573.160,217.5131,111.2682,1,223
15,0.53390,1118.513,573.290,217.1381,111.2935,1,236
16,0.56727,1116.751,572.490,216.7961,111.1380,1,164
17,0.60064,1115.453,572.878,216.5441,111.2134,1,209
18,0.63400,1114.114,571.240,216.2842,110.8955,1,224
19,0.66737,1114.431,570.470,216.3457,110.7459,1,220
20,0.70074,1113.639,568.210,216.1920,110.3072,1,188
21,0.73411,1113.853,567.006,216.2335,110.0734,1,177
22,0.76748,1112.766,564.429,216.0225,109.5732,1,207
23,0.80085,1112.872,563.515,216.0431,109.3957,1,222
24,0.83422,1111.548,561.755,215.7861,109.0541,1,192
25,0.86758,1112.165,560.422,215.9058,108.7954,1,180
26,0.90095,1111.173,558.631,215.7133,108.4476,1,200
27,0.93432,1111.918,557.369,215.8578,108.2026,1,204
28,0.96769,1111.706,556.258,215.8167,107.9870,1,188
29,1.00106,1112.860,555.797,216.0407,107.8975,1,224
30,1.03443,1113.612,556.464,216.1868,108.0269,1,249
31,1.06780,1114.744,556.651,216.4064,108.0632,1,200
32,1.10117,1115.699,557.693,216.5919,108.2655,1,228
33,1.13453,1116.120,558.422,216.6735,108.4070,1,224
34,1.16790,1117.378,558.840,216.9177,108.4882,1,216
35,1.20127,1117.729,559.555,216.9860,108.6271,1,207
36,1.23464,1118.244,559.148,217.0859,108.5481,1,228
37,1.26801,1118.248,559.250,217.0867,108.5679,1,232
38,1.30138,1117.478,558.461,216.9372,108.4147,1,203
39,1.33475,1117.036,558.228,216.8515,108.3695,1,207
40,1.36811,1115.806,558.726,216.6127,108.4660,1,220
41,1.40148,1115.845,558.394,216.6202,108.4016,1,206
42,1.43485,1115.924,559.758,216.6355,108.6665,1,208
43,1.46822,1116.388,559.258,216.7256,108.5694,1,208
44,1.50159,1117.689,559.200,216.9782,108.5581,1,241
45,1.53496,1117.732,558.716,216.9866,108.4642,1,216
46,1.56833,1118.391,557.715,217.1144,108.2698,1,194
47,1.60169,1118.761,558.202,217.1864,108.3644,1,208
48,1.63506,1118.937,557.107,217.2205,108.1518,1,202
49,1.66843,1120.451,557.861,217.5144,108.2981,1,208
50,1.70180,1120.216,556.415,217.4687,108.0175,1,208
51,1.73517,1121.577,556.115,217.7329,107.9591,1,216
52,1.76854,1120.671,555.839,217.5570,107.9056,1,254
53,1.80191,1120.715,554.559,217.5656,107.6572,1,207
54,1.83528,1119.740,554.971,217.3763,107.7372,1,172
55,1.86864,1118.765,554.195,217.1871,107.5864,1,216
56,1.90201,1118.775,554.482,217.1889,107.6421,1,244
57,1.93538,1118.647,554.832,217.1641,107.7102,1,199
