Tiempo,VoltajeCH1,ResolucionVCH1
-5e-06,0.008,0.008
-4.9900000000000005e-06,-0.008,0.008
-4.980000000000001e-06,0.008,0.008
-4.970000000000001e-06,0.008,0.008
-4.960000000000001e-06,0.008,0.008
-4.95e-06,0.008,0.008
-4.94e-06,0.008,0.008
-4.93e-06,0.016,0.008
-4.92e-06,0.008,0.008
-4.9100000000000004e-06,0.0,0.008
-4.9000000000000005e-06,0.008,0.008
-4.890000000000001e-06,0.0,0.008
-4.880000000000001e-06,0.016,0.008
-4.870000000000001e-06,0.008,0.008
-4.86e-06,-0.008,0.008
-4.85e-06,0.016,0.008
-4.84e-06,0.008,0.008
-4.83e-06,0.016,0.008
-4.8200000000000004e-06,0.024,0.008
-4.8100000000000005e-06,0.008,0.008
-4.800000000000001e-06,0.0,0.008
-4.790000000000001e-06,0.016,0.008
-4.78e-06,0.016,0.008
-4.77e-06,0.016,0.008
-4.76e-06,0.008,0.008
-4.75e-06,0.008,0.008
-4.74e-06,0.016,0.008
-4.7300000000000005e-06,0.016,0.008
-4.7200000000000005e-06,0.008,0.008
-4.710000000000001e-06,0.0,0.008
-4.700000000000001e-06,0.008,0.008
-4.690000000000001e-06,0.016,0.008
-4.68e-06,0.008,0.008
-4.67e-06,0.016,0.008
-4.66e-06,0.0,0.008
-4.65e-06,0.016,0.008
-4.6400000000000005e-06,0.024,0.008
-4.6300000000000006e-06,0.0,0.008
-4.620000000000001e-06,0.016,0.008
-4.610000000000001e-06,0.008,0.008
-4.6e-06,0.0,0.008
-4.59e-06,0.0,0.008
-4.58e-06,0.016,0.008
-4.57e-06,0.008,0.008
-4.56e-06,0.016,0.008
-4.5500000000000005e-06,0.016,0.008
-4.540000000000001e-06,0.016,0.008
-4.530000000000001e-06,0.0,0.008
-4.520000000000001e-06,0.008,0.008
-4.510000000000001e-06,0.008,0.008
-4.5e-06,0.008,0.008
-4.49e-06,0.016,0.008
-4.48e-06,0.0,0.008
-4.47e-06,0.008,0.008
-4.4600000000000005e-06,0.016,0.008
-4.450000000000001e-06,0.008,0.008
-4.440000000000001e-06,0.008,0.008
-4.43e-06,0.008,0.008
-4.42e-06,0.0,0.008
-4.41e-06,0.016,0.008
-4.4e-06,0.008,0.008
-4.39e-06,0.016,0.008
-4.38e-06,0.016,0.008
-4.3700000000000005e-06,0.008,0.008
-4.360000000000001e-06,0.016,0.008
-4.350000000000001e-06,0.008,0.008
-4.340000000000001e-06,0.008,0.008
-4.33e-06,-0.008,0.008
-4.32e-06,0.008,0.008
-4.31e-06,0.008,0.008
-4.3e-06,0.0,0.008
-4.2900000000000004e-06,0.016,0.008
-4.2800000000000005e-06,-0.008,0.008
-4.270000000000001e-06,0.0,0.008
-4.260000000000001e-06,0.008,0.008
-4.25e-06,0.016,0.008
-4.24e-06,0.008,0.008
-4.23e-06,0.016,0.008
-4.22e-06,0.016,0.008
-4.21e-06,0.024,0.008
-4.2000000000000004e-06,-0.008,0.008
-4.1900000000000005e-06,0.008,0.008
-4.180000000000001e-06,0.016,0.008
-4.170000000000001e-06,0.008,0.008
-4.160000000000001e-06,0.008,0.008
-4.15e-06,0.0,0.008
-4.14e-06,0.016,0.008
-4.13e-06,0.016,0.008
-4.12e-06,0.008,0.008
-4.1100000000000005e-06,0.016,0.008
-4.1000000000000006e-06,0.0,0.008
-4.090000000000001e-06,0.008,0.008
-4.080000000000001e-06,0.016,0.008
-4.07e-06,0.016,0.008
-4.06e-06,0.008,0.008
-4.05e-06,0.0,0.008
-4.04e-06,0.016,0.008
-4.03e-06,0.016,0.008
-4.0200000000000005e-06,0.008,0.008
-4.0100000000000006e-06,0.0,0.008
-4.000000000000001e-06,-0.008,0.008
-3.990000000000001e-06,0.016,0.008
-3.980000000000001e-06,0.008,0.008
-3.97e-06,0.0,0.008
-3.96e-06,0.016,0.008
-3.95e-06,0.0,0.008
-3.94e-06,0.008,0.008
-3.9300000000000005e-06,0.008,0.008
-3.920000000000001e-06,-0.008,0.008
-3.910000000000001e-06,0.0,0.008
-3.9e-06,0.008,0.008
-3.89e-06,0.008,0.008
-3.88e-06,0.008,0.008
-3.87e-06,0.008,0.008
-3.86e-06,0.0,0.008
-3.85e-06,0.0,0.008
