Tiempo,VoltajeCH1,ResolucionVCH1
-4.2e-07,0.004,0.004
-4.18e-07,0.0,0.004
-4.16e-07,0.004,0.004
-4.14e-07,0.0,0.004
-4.12e-07,0.004,0.004
-4.1e-07,0.004,0.004
-4.08e-07,0.008,0.004
-4.06e-07,0.004,0.004
-4.04e-07,0.004,0.004
-4.02e-07,0.0,0.004
-4e-07,0.008,0.004
-3.98e-07,0.0,0.004
-3.96e-07,0.0,0.004
-3.94e-07,0.004,0.004
-3.92e-07,0.004,0.004
-3.8999999999999997e-07,0.004,0.004
-3.88e-07,0.008,0.004
-3.86e-07,-0.004,0.004
-3.84e-07,0.0,0.004
-3.82e-07,0.008,0.004
-3.8e-07,0.008,0.004
-3.78e-07,0.008,0.004
-3.76e-07,0.008,0.004
-3.74e-07,0.012,0.004
-3.72e-07,0.008,0.004
-3.7e-07,0.008,0.004
-3.68e-07,0.004,0.004
-3.66e-07,0.008,0.004
-3.64e-07,0.004,0.004
-3.62e-07,0.008,0.004
-3.6e-07,0.004,0.004
-3.58e-07,0.008,0.004
-3.56e-07,0.004,0.004
-3.54e-07,0.004,0.004
-3.52e-07,0.0,0.004
-3.5e-07,0.012,0.004
-3.48e-07,0.012,0.004
-3.46e-07,0.0,0.004
-3.44e-07,0.004,0.004
-3.4199999999999997e-07,0.004,0.004
-3.4000000000000003e-07,0.004,0.004
-3.38e-07,0.0,0.004
-3.36e-07,0.004,0.004
-3.34e-07,0.008,0.004
-3.32e-07,0.004,0.004
-3.3e-07,0.012,0.004
-3.2799999999999997e-07,0.0,0.004
-3.26e-07,0.012,0.004
-3.24e-07,0.008,0.004
-3.22e-07,0.004,0.004
-3.2e-07,0.004,0.004
-3.18e-07,0.008,0.004
-3.16e-07,0.004,0.004
-3.14e-07,0.008,0.004
-3.12e-07,0.008,0.004
-3.1e-07,0.004,0.004
-3.08e-07,0.004,0.004
-3.06e-07,-0.004,0.004
-3.0399999999999997e-07,0.0,0.004
-3.02e-07,0.004,0.004
-3e-07,0.004,0.004
-2.98e-07,0.008,0.004
-2.96e-07,0.008,0.004
-2.9399999999999996e-07,0.004,0.004
-2.92e-07,0.004,0.004
-2.9e-07,0.008,0.004
-2.88e-07,0.004,0.004
-2.86e-07,0.004,0.004
-2.84e-07,0.008,0.004
-2.82e-07,0.0,0.004
-2.7999999999999997e-07,0.0,0.004
-2.7800000000000003e-07,0.008,0.004
-2.76e-07,0.0,0.004
-2.74e-07,0.0,0.004
-2.72e-07,0.004,0.004
-2.6999999999999996e-07,-0.004,0.004
-2.68e-07,0.008,0.004
-2.6599999999999997e-07,0.004,0.004
-2.64e-07,0.0,0.004
-2.62e-07,0.008,0.004
-2.6e-07,0.004,0.004
-2.58e-07,0.008,0.004
-2.5599999999999996e-07,-0.004,0.004
-2.54e-07,0.004,0.004
-2.52e-07,0.008,0.004
-2.5e-07,0.0,0.004
-2.48e-07,0.008,0.004
-2.4599999999999995e-07,0.008,0.004
-2.44e-07,0.0,0.004
-2.4199999999999997e-07,0.004,0.004
-2.4e-07,0.004,0.004
-2.38e-07,0.004,0.004
-2.36e-07,0.004,0.004
-2.3399999999999998e-07,0.004,0.004
-2.3199999999999999e-07,0.008,0.004
-2.3e-07,0.008,0.004
-2.2799999999999998e-07,0.0,0.004
-2.2599999999999999e-07,0.008,0.004
-2.24e-07,0.004,0.004
-2.22e-07,0.0,0.004
-2.1999999999999998e-07,0.004,0.004
-2.18e-07,0.012,0.004
-2.16e-07,0.008,0.004
-2.1399999999999998e-07,0.008,0.004
-2.12e-07,0.004,0.004
-2.1e-07,0.004,0.004
-2.0799999999999998e-07,0.008,0.004
-2.06e-07,0.0,0.004
-2.04e-07,0.0,0.004
-2.0199999999999998e-07,0.008,0.004
-2e-07,-0.004,0.004
-1.98e-07,0.004,0.004
-1.9599999999999998e-07,0.004,0.004
-1.94e-07,0.0,0.004
-1.92e-07,0.004,0.004
-1.8999999999999998e-07,0.012,0.004
-1.88e-07,0.0,0.004
-1.86e-07,0.0,0.004
-1.8399999999999998e-07,0.016,0.004
-1.82e-07,0.004,0.004
-1.7999999999999997e-07,0.008,0.004
-1.7799999999999998e-07,0.012,0.004
-1.76e-07,0.008,0.004
-1.74e-07,0.004,0.004
-1.72e-07,0.008,0.004
-1.6999999999999996e-07,0.008,0.004
-1.6799999999999997e-07,0.008,0.004
-1.6599999999999998e-07,0.008,0.004
-1.6399999999999999e-07,0.012,0.004
-1.62e-07,0.008,0.004
-1.6e-07,0.008,0.004
-1.58e-07,0.004,0.004
-1.5599999999999997e-07,0.004,0.004
-1.5399999999999998e-07,0.004,0.004
-1.5199999999999998e-07,0.012,0.004
-1.5e-07,0.012,0.004
-1.48e-07,0.0,0.004
-1.46e-07,0.004,0.004
-1.4399999999999997e-07,0.004,0.004
-1.4199999999999997e-07,0.008,0.004
-1.3999999999999998e-07,0.004,0.004
-1.38e-07,0.0,0.004
-1.36e-07,0.008,0.004
-1.34e-07,0.008,0.004
-1.3199999999999996e-07,0.012,0.004
-1.2999999999999997e-07,0.012,0.004
-1.2799999999999998e-07,0.012,0.004
-1.26e-07,0.012,0.004
-1.24e-07,0.012,0.004
-1.22e-07,0.012,0.004
-1.1999999999999996e-07,0.008,0.004
-1.1799999999999997e-07,0.012,0.004
-1.1599999999999998e-07,0.012,0.004
-1.1399999999999999e-07,0.016,0.004
-1.12e-07,0.008,0.004
-1.1e-07,0.016,0.004
-1.0799999999999996e-07,0.008,0.004
-1.0599999999999997e-07,0.008,0.004
-1.0399999999999998e-07,0.016,0.004
-1.0199999999999999e-07,0.016,0.004
-1e-07,0.016,0.004
-9.8e-08,0.016,0.004
-9.599999999999996e-08,0.016,0.004
-9.399999999999997e-08,0.024,0.004
-9.199999999999998e-08,0.016,0.004
-8.999999999999999e-08,0.02,0.004
-8.8e-08,0.02,0.004
-8.6e-08,0.024,0.004
-8.399999999999996e-08,0.024,0.004
-8.199999999999997e-08,0.024,0.004
-7.999999999999998e-08,0.028,0.004
-7.799999999999998e-08,0.028,0.004
-7.599999999999999e-08,0.024,0.004
-7.4e-08,0.032,0.004
-7.199999999999996e-08,0.028,0.004
-6.999999999999997e-08,0.036000000000000004,0.004
-6.799999999999997e-08,0.036000000000000004,0.004
-6.599999999999998e-08,0.036000000000000004,0.004
-6.399999999999999e-08,0.04,0.004
-6.2e-08,0.036000000000000004,0.004
-5.999999999999995e-08,0.044,0.004
-5.7999999999999963e-08,0.04,0.004
-5.599999999999997e-08,0.044,0.004
-5.399999999999998e-08,0.048,0.004
-5.199999999999999e-08,0.052000000000000005,0.004
-5e-08,0.052000000000000005,0.004
-4.7999999999999953e-08,0.056,0.004
-4.599999999999996e-08,0.06,0.004
-4.399999999999997e-08,0.064,0.004
-4.199999999999998e-08,0.064,0.004
-3.999999999999999e-08,0.068,0.004
-3.7999999999999996e-08,0.07200000000000001,0.004
-3.599999999999995e-08,0.08,0.004
-3.399999999999996e-08,0.084,0.004
-3.199999999999997e-08,0.088,0.004
-2.999999999999998e-08,0.096,0.004
-2.7999999999999986e-08,0.1,0.004
-2.5999999999999995e-08,0.108,0.004
-2.4000000000000003e-08,0.112,0.004
-2.199999999999996e-08,0.112,0.004
-1.9999999999999967e-08,0.128,0.004
-1.7999999999999976e-08,0.132,0.004
-1.5999999999999984e-08,0.14,0.004
-1.3999999999999993e-08,0.14400000000000002,0.004
-1.2000000000000002e-08,0.152,0.004
-9.999999999999957e-09,0.16,0.004
-7.999999999999966e-09,0.164,0.004
-5.999999999999974e-09,0.176,0.004
-3.999999999999983e-09,0.184,0.004
-1.9999999999999914e-09,0.192,0.004
0.0,0.212,0.004
2.0000000000000444e-09,0.216,0.004
4.000000000000036e-09,0.224,0.004
6.000000000000027e-09,0.23600000000000002,0.004
8.000000000000019e-09,0.244,0.004
1.000000000000001e-08,0.256,0.004
1.2000000000000002e-08,0.268,0.004
1.4000000000000046e-08,0.28,0.004
1.6000000000000037e-08,0.296,0.004
1.800000000000003e-08,0.304,0.004
2.000000000000002e-08,0.316,0.004
2.2000000000000012e-08,0.328,0.004
2.4000000000000003e-08,0.34400000000000003,0.004
2.6000000000000048e-08,0.36,0.004
2.800000000000004e-08,0.368,0.004
3.000000000000003e-08,0.38,0.004
3.200000000000002e-08,0.396,0.004
3.400000000000001e-08,0.40800000000000003,0.004
3.6000000000000005e-08,0.42,0.004
3.800000000000005e-08,0.432,0.004
4.000000000000004e-08,0.44,0.004
4.200000000000003e-08,0.456,0.004
4.4000000000000023e-08,0.468,0.004
4.6000000000000015e-08,0.48,0.004
4.8000000000000006e-08,0.488,0.004
5.000000000000005e-08,0.5,0.004
5.200000000000004e-08,0.508,0.004
5.4000000000000034e-08,0.512,0.004
5.6000000000000025e-08,0.524,0.004
5.8000000000000016e-08,0.532,0.004
6.000000000000006e-08,0.544,0.004
6.2e-08,0.548,0.004
6.400000000000004e-08,0.552,0.004
6.599999999999998e-08,0.56,0.004
6.800000000000003e-08,0.56,0.004
7.000000000000007e-08,0.5640000000000001,0.004
7.200000000000001e-08,0.5720000000000001,0.004
7.400000000000005e-08,0.5760000000000001,0.004
7.599999999999999e-08,0.5760000000000001,0.004
7.800000000000004e-08,0.5720000000000001,0.004
8.000000000000008e-08,0.5680000000000001,0.004
8.200000000000002e-08,0.5720000000000001,0.004
8.400000000000006e-08,0.5720000000000001,0.004
8.6e-08,0.5720000000000001,0.004
8.800000000000005e-08,0.5680000000000001,0.004
8.999999999999999e-08,0.5680000000000001,0.004
9.200000000000003e-08,0.56,0.004
9.400000000000007e-08,0.552,0.004
9.600000000000001e-08,0.548,0.004
9.800000000000006e-08,0.552,0.004
1e-07,0.544,0.004
1.0200000000000004e-07,0.536,0.004
1.0399999999999998e-07,0.524,0.004
1.0600000000000002e-07,0.524,0.004
1.0800000000000007e-07,0.52,0.004
1.1e-07,0.504,0.004
1.1200000000000005e-07,0.5,0.004
1.1399999999999999e-07,0.492,0.004
1.1600000000000003e-07,0.484,0.004
1.1800000000000008e-07,0.47600000000000003,0.004
1.2000000000000002e-07,0.468,0.004
1.2200000000000006e-07,0.46,0.004
1.24e-07,0.448,0.004
1.2600000000000004e-07,0.44,0.004
1.2799999999999998e-07,0.432,0.004
1.3000000000000003e-07,0.424,0.004
