frame_idx,timestamp_s,intervalo_ms
199,36248.764504,32.002225998439826
200,36248.800492,35.9887209997396
201,36248.832491,31.99907000089297
202,36248.864441,31.949326999892946
203,36248.900490,36.04928399727214
204,36248.931960,31.469927002035547
205,36248.964419,32.45931399578694
206,36248.999935,35.51570400304627
207,36249.032061,32.1260880009504
208,36249.064183,32.12173999781953
209,36249.100482,36.29938499943819
210,36249.132487,32.00484000262804
211,36249.164515,32.028125002398156
212,36249.200489,35.974232996522915
213,36249.232527,32.038154000474606
214,36249.264507,31.979143001080956
215,36249.300425,35.918618996220175
216,36249.332516,32.09103300468996
217,36249.364493,31.976708000001963
218,36249.400502,36.008958995807916
219,36249.432546,32.04416399967158
220,36249.464493,31.94725399953313
221,36249.500703,36.20995600067545
222,36249.531905,31.20126200519735
223,36249.564477,32.572285999776796
224,36249.600490,36.012936994666234
225,36249.632519,32.02965699892957
226,36249.664534,32.01450900087366
227,36249.700456,35.92230700451182
228,36249.732123,31.666564995248336
229,36249.764512,32.38970399979735
230,36249.800513,36.00028300570557
231,36249.832573,32.060314995760564
232,36249.864560,31.987187001504935
233,36249.900597,36.03710199968191
234,36249.932528,31.930160002957564
235,36249.964503,31.97585699672345
236,36250.000496,35.99288900295505
237,36250.032130,31.633423997845966
238,36250.064502,32.372319998103194
239,36250.100400,35.89801100315526
240,36250.131911,31.510692999290768
241,36250.164450,32.538842999201734
242,36250.200423,35.97308199823601
243,36250.232171,31.74872000090545
244,36250.264505,32.333358001778834
245,36250.300537,36.03177199693164
246,36250.332424,31.887220000498928
247,36250.364499,32.075413000711706
248,36250.400442,35.942905000410974
249,36250.432527,32.084851001854986
250,36250.464494,31.967080001777504
251,36250.500489,35.995283993543126
252,36250.532183,31.693236000137404
253,36250.564525,32.342133003112394
254,36250.600505,35.98010499990778
255,36250.632510,32.00524199928623
256,36250.664099,31.589240999892354
257,36250.700508,36.40882999752648
258,36250.731891,31.38285300519783
259,36250.764501,32.6096860007965
260,36250.800512,36.01160399557557
261,36250.832504,31.9913359999191
262,36250.864502,31.998908998502884
263,36250.900146,35.64344300684752
264,36250.932506,32.36003799975151
265,36250.964160,31.65401299338555
266,36251.000544,36.38382200006163
267,36251.032515,31.971428004908375
268,36251.064515,32.000091996451374
269,36251.100548,36.032844000146724
270,36251.132147,31.599289999576285
271,36251.164070,31.922656002279837
272,36251.200496,36.425632002647035
273,36251.232518,32.02278399839997
274,36251.264517,31.99863999907393
275,36251.300030,35.51313799835043
276,36251.331882,31.852143998548854
277,36251.364113,32.23070500098402
278,36251.400510,36.396537005202845
279,36251.432524,32.01407799497247
280,36251.464123,31.599399000697304
281,36251.500472,36.34910700202454
282,36251.531960,31.487861000641715
283,36251.564025,32.06502399552846
284,36251.600400,36.37511600391008
285,36251.632513,32.113034001667984
286,36251.664533,32.01930899376748
287,36251.700443,35.91074400173966
288,36251.732493,32.049904999439605
289,36251.764436,31.943206005962566
290,36251.800470,36.03377499530325
291,36251.832441,31.97054599877447
292,36251.864439,31.997919002606068
