frame,t_s,t_b_s,a_ok,a_x_px,a_y_px,a_x_mm,a_y_mm,a_area,b_ok,b_h_px,b_z_px,b_h_mm,b_z_mm,b_area
482,15.569092,15.569092,1,734.025635,636.938477,94.907509,82.354401,6,0,0.000000,0.000000,0.000000,0.000000,0
483,15.602539,15.602539,1,725.229858,628.501892,93.770241,81.263580,8,0,0.000000,0.000000,0.000000,0.000000,0
484,15.635742,15.635742,1,719.251038,620.280334,92.997192,80.200546,8,0,0.000000,0.000000,0.000000,0.000000,0
485,15.669189,15.669189,1,714.136108,612.487183,92.335846,79.192917,15,0,0.000000,0.000000,0.000000,0.000000,0
486,15.702393,15.702393,1,707.011780,602.002930,91.414688,77.837334,10,0,0.000000,0.000000,0.000000,0.000000,0
487,15.735840,15.735840,1,701.761536,591.016724,90.735840,76.416847,8,0,0.000000,0.000000,0.000000,0.000000,0
488,15.769043,15.769043,1,694.371399,579.057129,89.780327,74.870506,3,0,0.000000,0.000000,0.000000,0.000000,0
489,15.802490,15.802490,1,692.037415,569.791443,89.478546,73.672478,6,0,0.000000,0.000000,0.000000,0.000000,0
490,15.835693,15.835693,1,686.977417,556.305115,88.824295,71.928726,11,0,0.000000,0.000000,0.000000,0.000000,0
491,15.869141,15.869141,1,681.460327,543.492065,88.110954,70.272034,4,0,0.000000,0.000000,0.000000,0.000000,0
492,15.902344,15.902344,1,679.381592,532.486816,87.842178,68.849091,5,0,0.000000,0.000000,0.000000,0.000000,0
493,15.935791,15.935791,1,677.367615,521.168213,87.581779,67.385628,10,0,0.000000,0.000000,0.000000,0.000000,0
494,15.969238,15.969238,1,676.588379,507.970978,87.481026,65.679260,12,0,0.000000,0.000000,0.000000,0.000000,0
495,16.002441,16.002441,1,675.550171,492.633240,87.346786,63.696129,11,0,0.000000,0.000000,0.000000,0.000000,0
496,16.035889,16.035889,1,675.804626,479.697327,87.379684,62.023552,8,0,0.000000,0.000000,0.000000,0.000000,0
497,16.069092,16.069092,1,675.000000,472.015869,87.275650,61.030361,6,0,0.000000,0.000000,0.000000,0.000000,0
498,16.102539,16.102539,1,677.983582,455.000000,87.661423,58.830254,2,0,0.000000,0.000000,0.000000,0.000000,0
499,16.135742,16.135742,1,678.668579,445.685699,87.749992,57.625942,6,0,0.000000,0.000000,0.000000,0.000000,0
500,16.169189,16.169189,1,681.000000,431.000000,88.051437,55.727119,1,0,0.000000,0.000000,0.000000,0.000000,0
501,16.202393,16.202393,1,684.677795,419.322235,88.526962,54.217216,6,0,0.000000,0.000000,0.000000,0.000000,0
502,16.235840,16.235840,1,687.216187,408.047302,88.855179,52.759399,9,0,0.000000,0.000000,0.000000,0.000000,0
503,16.269287,16.269287,1,692.340881,396.318176,89.517784,51.242855,3,0,0.000000,0.000000,0.000000,0.000000,0
504,16.302490,16.302490,1,695.906250,385.546875,89.978775,49.850155,4,0,0.000000,0.000000,0.000000,0.000000,0
505,16.335938,16.335938,1,702.133667,375.479248,90.783958,48.548439,7,0,0.000000,0.000000,0.000000,0.000000,0
506,16.369141,16.369141,1,709.618164,362.937653,91.751686,46.926846,12,0,0.000000,0.000000,0.000000,0.000000,0
507,16.402588,16.402588,1,715.436218,354.832214,92.503944,45.878834,9,0,0.000000,0.000000,0.000000,0.000000,0
508,16.435791,16.435791,1,723.984314,344.956848,93.609192,44.601978,15,0,0.000000,0.000000,0.000000,0.000000,0
509,16.469238,16.469238,1,735.000000,333.000000,95.033485,43.055988,1,0,0.000000,0.000000,0.000000,0.000000,0
510,16.502441,16.502441,1,738.737061,329.037567,95.516685,42.543655,7,0,0.000000,0.000000,0.000000,0.000000,0
511,16.535889,16.535889,1,746.217957,317.397430,96.483940,41.038620,5,0,0.000000,0.000000,0.000000,0.000000,0
512,16.569336,16.569336,1,757.111938,310.361572,97.892502,40.128902,20,0,0.000000,0.000000,0.000000,0.000000,0
513,16.602539,16.602539,1,765.558838,302.082367,98.984657,39.058422,10,0,0.000000,0.000000,0.000000,0.000000,0
514,16.635986,16.635986,1,773.983032,299.000000,100.073891,38.659882,2,0,0.000000,0.000000,0.000000,0.000000,0
515,16.669189,16.669189,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
516,16.702637,16.702637,1,796.209290,286.542633,102.947685,37.049179,8,0,0.000000,0.000000,0.000000,0.000000,0
517,16.735840,16.735840,1,807.455688,280.189880,104.401810,36.227783,5,0,0.000000,0.000000,0.000000,0.000000,0
518,16.769287,16.769287,1,817.000000,277.953857,105.635864,35.938671,2,0,0.000000,0.000000,0.000000,0.000000,0
519,16.802490,16.802490,1,830.484497,274.398560,107.379372,35.478985,13,0,0.000000,0.000000,0.000000,0.000000,0
520,16.835938,16.835938,1,842.000000,275.000000,108.868294,35.556747,2,0,0.000000,0.000000,0.000000,0.000000,0
521,16.869385,16.869385,1,855.000000,268.935486,110.549156,34.772621,3,0,0.000000,0.000000,0.000000,0.000000,0
522,16.902588,16.902588,1,865.967041,266.446167,111.967171,34.450760,15,0,0.000000,0.000000,0.000000,0.000000,0
523,16.936035,16.936035,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
524,16.969238,16.969238,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
525,17.002686,17.002686,1,903.000000,267.000000,116.755432,34.522369,1,0,0.000000,0.000000,0.000000,0.000000,0
526,17.035889,17.035889,1,909.950806,269.000000,117.654152,34.780964,2,0,0.000000,0.000000,0.000000,0.000000,0
527,17.069336,17.069336,1,921.000000,272.062500,119.082779,35.176937,2,0,0.000000,0.000000,0.000000,0.000000,0
528,17.102539,17.102539,1,939.000000,275.000000,121.410133,35.556747,1,0,0.000000,0.000000,0.000000,0.000000,0
529,17.135986,17.135986,1,947.000000,279.644440,122.444511,36.157261,3,0,0.000000,0.000000,0.000000,0.000000,0
530,17.169434,17.169434,1,955.000000,283.000000,123.478889,36.591125,1,0,0.000000,0.000000,0.000000,0.000000,0
531,17.202637,17.202637,1,968.231812,289.437073,125.189720,37.423424,5,0,0.000000,0.000000,0.000000,0.000000,0
532,17.236084,17.236084,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
533,17.269287,17.269287,1,989.347473,300.508484,127.919922,38.854923,7,0,0.000000,0.000000,0.000000,0.000000,0
534,17.302734,17.302734,1,998.773682,307.776764,129.138702,39.794693,10,0,0.000000,0.000000,0.000000,0.000000,0
535,17.335938,17.335938,1,1005.983032,315.000000,130.070862,40.728638,2,0,0.000000,0.000000,0.000000,0.000000,0
536,17.369385,17.369385,1,1015.000000,323.000000,131.236725,41.763016,1,0,0.000000,0.000000,0.000000,0.000000,0
537,17.402588,17.402588,1,1026.758057,335.007111,132.757004,43.315502,9,0,0.000000,0.000000,0.000000,0.000000,0
538,17.436035,17.436035,1,1035.837158,343.902313,133.930923,44.465630,7,0,0.000000,0.000000,0.000000,0.000000,0
539,17.469482,17.469482,1,1040.770874,352.487366,134.568832,45.575653,16,0,0.000000,0.000000,0.000000,0.000000,0
540,17.502686,17.502686,1,1048.251709,363.000000,135.536072,46.934906,9,0,0.000000,0.000000,0.000000,0.000000,0
541,17.536133,17.536133,1,1053.872070,375.911469,136.262787,48.604324,10,0,0.000000,0.000000,0.000000,0.000000,0
542,17.569336,17.569336,1,1059.405396,386.608093,136.978226,49.987370,5,0,0.000000,0.000000,0.000000,0.000000,0
543,17.602783,17.602783,1,1063.888916,396.724457,137.557922,51.295383,7,0,0.000000,0.000000,0.000000,0.000000,0
544,17.635986,17.635986,1,1068.808350,409.035919,138.194000,52.887226,10,0,0.000000,0.000000,0.000000,0.000000,0
545,17.669434,17.669434,1,1073.000000,424.016937,138.735962,54.824230,2,0,0.000000,0.000000,0.000000,0.000000,0
546,17.702637,17.702637,1,1077.000000,436.000000,139.253159,56.373608,4,0,0.000000,0.000000,0.000000,0.000000,0
547,17.736084,17.736084,1,1077.842529,448.472351,139.362091,57.986244,7,0,0.000000,0.000000,0.000000,0.000000,0
548,17.769531,17.769531,1,1080.894775,465.000000,139.756729,60.123226,3,0,0.000000,0.000000,0.000000,0.000000,0
549,17.802734,17.802734,1,1080.056885,469.991882,139.648407,60.768661,4,0,0.000000,0.000000,0.000000,0.000000,0
550,17.836182,17.836182,1,1080.649048,488.124237,139.724960,63.113125,19,0,0.000000,0.000000,0.000000,0.000000,0
551,17.869385,17.869385,1,1079.737427,501.471985,139.607101,64.838951,11,0,0.000000,0.000000,0.000000,0.000000,0
552,17.902832,17.902832,1,1078.241211,516.202576,139.413635,66.743576,10,0,0.000000,0.000000,0.000000,0.000000,0
553,17.936035,17.936035,1,1076.046631,529.164368,139.129883,68.419510,11,0,0.000000,0.000000,0.000000,0.000000,0
554,17.969482,17.969482,1,1073.410645,539.384094,138.789047,69.740891,5,0,0.000000,0.000000,0.000000,0.000000,0
555,18.002686,18.002686,1,1069.626587,551.562866,138.299789,71.315567,17,0,0.000000,0.000000,0.000000,0.000000,0
556,18.036133,18.036133,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
557,18.069336,18.069336,1,1061.233521,576.813171,137.214600,74.580360,14,0,0.000000,0.000000,0.000000,0.000000,0
558,18.102783,18.102783,1,1055.478760,588.034729,136.470520,76.031281,8,0,0.000000,0.000000,0.000000,0.000000,0
559,18.136230,18.136230,1,1051.000000,599.042542,135.891418,77.454559,3,0,0.000000,0.000000,0.000000,0.000000,0
560,18.169434,18.169434,1,1045.650635,607.898438,135.199768,78.599609,17,0,0.000000,0.000000,0.000000,0.000000,0
561,18.202881,18.202881,1,1038.450684,619.332703,134.268829,80.078018,15,0,0.000000,0.000000,0.000000,0.000000,0
562,18.236084,18.236084,1,1031.051025,629.455811,133.312088,81.386909,15,0,0.000000,0.000000,0.000000,0.000000,0
563,18.269531,18.269531,1,1023.656677,639.549988,132.356003,82.692062,18,0,0.000000,0.000000,0.000000,0.000000,0
564,18.302734,18.302734,1,1016.276306,647.324402,131.401749,83.697273,17,0,0.000000,0.000000,0.000000,0.000000,0
565,18.336182,18.336182,1,1009.102844,653.670471,130.474243,84.517807,15,0,0.000000,0.000000,0.000000,0.000000,0
566,18.369385,18.369385,1,999.348450,660.874573,129.213013,85.449272,8,0,0.000000,0.000000,0.000000,0.000000,0
567,18.402832,18.402832,1,991.527893,667.876221,128.201843,86.354561,19,0,0.000000,0.000000,0.000000,0.000000,0
568,18.436279,18.436279,1,982.325317,674.644592,127.011971,87.229698,10,0,0.000000,0.000000,0.000000,0.000000,0
569,18.469482,18.469482,1,973.751526,680.793945,125.903404,88.024796,10,0,0.000000,0.000000,0.000000,0.000000,0
570,18.502930,18.502930,1,964.598511,685.877319,124.719948,88.682060,15,0,0.000000,0.000000,0.000000,0.000000,0
571,18.536133,18.536133,1,953.920044,691.862732,123.339256,89.455956,20,0,0.000000,0.000000,0.000000,0.000000,0
572,18.569580,18.569580,1,944.917358,696.004150,122.175224,89.991432,14,0,0.000000,0.000000,0.000000,0.000000,0
573,18.602783,18.602783,1,935.312073,700.372620,120.933296,90.556259,18,0,0.000000,0.000000,0.000000,0.000000,0
574,18.669434,18.669434,1,915.770813,704.711792,118.406662,91.117310,17,0,0.000000,0.000000,0.000000,0.000000,0
575,18.702881,18.702881,1,905.956543,707.405823,117.137695,91.465630,15,0,0.000000,0.000000,0.000000,0.000000,0
576,18.736328,18.736328,1,896.108582,707.640015,115.864388,91.495918,10,0,0.000000,0.000000,0.000000,0.000000,0
577,18.769531,18.769531,1,885.254761,709.798279,114.461021,91.774979,14,0,0.000000,0.000000,0.000000,0.000000,0
578,18.802979,18.802979,1,875.210327,710.678101,113.162292,91.888733,13,0,0.000000,0.000000,0.000000,0.000000,0
579,18.836182,18.836182,1,866.308228,712.175110,112.011284,92.082291,20,0,0.000000,0.000000,0.000000,0.000000,0
580,18.869629,18.869629,1,856.865356,712.026672,110.790344,92.063095,21,0,0.000000,0.000000,0.000000,0.000000,0
581,18.902832,18.902832,1,846.105530,711.467896,109.399132,91.990852,26,0,0.000000,0.000000,0.000000,0.000000,0
582,18.936279,18.936279,1,834.619873,711.195923,107.914070,91.955681,19,0,0.000000,0.000000,0.000000,0.000000,0
584,18.969482,18.969482,1,825.363892,709.442505,106.717293,91.728973,20,0,0.000000,0.000000,0.000000,0.000000,0
585,19.002930,19.002930,1,815.904480,707.313538,105.494217,91.453705,17,0,0.000000,0.000000,0.000000,0.000000,0
586,19.036377,19.036377,1,806.799377,705.676636,104.316956,91.242058,19,0,0.000000,0.000000,0.000000,0.000000,0
587,19.069580,19.069580,1,795.893372,702.753662,102.906837,90.864128,15,0,0.000000,0.000000,0.000000,0.000000,0
588,19.103027,19.103027,1,788.202454,699.801636,101.912415,90.482437,15,0,0.000000,0.000000,0.000000,0.000000,0
589,19.136230,19.136230,1,780.029297,696.887817,100.855652,90.105682,13,0,0.000000,0.000000,0.000000,0.000000,0
590,19.169678,19.169678,1,769.687622,693.380798,99.518501,89.652237,16,0,0.000000,0.000000,0.000000,0.000000,0
591,19.202881,19.202881,1,759.989197,689.142578,98.264526,89.104248,14,0,0.000000,0.000000,0.000000,0.000000,0
592,19.236328,19.236328,1,752.771790,685.876099,97.331329,88.681900,22,0,0.000000,0.000000,0.000000,0.000000,0
593,19.269531,19.269531,1,742.755859,682.195618,96.036301,88.206024,18,0,0.000000,0.000000,0.000000,0.000000,0
594,19.302979,19.302979,1,734.492920,677.324402,94.967926,87.576195,19,0,0.000000,0.000000,0.000000,0.000000,0
595,19.336426,19.336426,1,727.182129,671.466858,94.022659,86.818832,18,0,0.000000,0.000000,0.000000,0.000000,0
596,19.369629,19.369629,1,719.892395,666.605408,93.080116,86.190254,14,0,0.000000,0.000000,0.000000,0.000000,0
597,19.403076,19.403076,1,712.855896,660.037476,92.170319,85.341034,20,0,0.000000,0.000000,0.000000,0.000000,0
598,19.436279,19.436279,1,703.756409,654.327148,90.993774,84.602707,13,0,0.000000,0.000000,0.000000,0.000000,0
599,19.469727,19.469727,1,696.441956,647.785156,90.048042,83.756851,12,0,0.000000,0.000000,0.000000,0.000000,0
600,19.502930,19.502930,1,691.056885,643.371277,89.351768,83.186142,21,0,0.000000,0.000000,0.000000,0.000000,0
601,19.536377,19.536377,1,684.691956,634.636597,88.528793,82.056770,21,0,0.000000,0.000000,0.000000,0.000000,0
602,19.569580,19.569580,1,677.190735,629.401733,87.558914,81.379921,20,0,0.000000,0.000000,0.000000,0.000000,0
603,19.603027,19.603027,1,671.266846,622.453674,86.792969,80.481560,19,0,0.000000,0.000000,0.000000,0.000000,0
604,19.636475,19.636475,1,666.237061,616.939636,86.142632,79.768608,14,0,0.000000,0.000000,0.000000,0.000000,0
605,19.669678,19.669678,1,659.542053,608.320862,85.276985,78.654221,10,0,0.000000,0.000000,0.000000,0.000000,0
606,19.703125,19.703125,1,655.006531,601.390137,84.690552,77.758102,17,0,0.000000,0.000000,0.000000,0.000000,0
607,19.736328,19.736328,1,650.866638,593.669556,84.155281,76.759850,19,0,0.000000,0.000000,0.000000,0.000000,0
608,19.769775,19.769775,1,646.760742,584.803711,83.624390,75.613518,10,0,0.000000,0.000000,0.000000,0.000000,0
609,19.802979,19.802979,1,642.480164,579.599121,83.070930,74.940582,7,0,0.000000,0.000000,0.000000,0.000000,0
610,19.836426,19.836426,1,639.822083,569.865051,82.727242,73.681992,10,0,0.000000,0.000000,0.000000,0.000000,0
611,19.869629,19.869629,1,636.539124,561.742737,82.302773,72.631798,14,0,0.000000,0.000000,0.000000,0.000000,0
612,19.903076,19.903076,1,633.333313,554.352112,81.888268,71.676208,12,0,0.000000,0.000000,0.000000,0.000000,0
613,19.936279,19.936279,1,629.546875,545.605469,81.398689,70.545296,15,0,0.000000,0.000000,0.000000,0.000000,0
614,19.969727,19.969727,1,626.765320,537.895996,81.039040,69.548477,11,0,0.000000,0.000000,0.000000,0.000000,0
615,20.003174,20.003174,1,624.735840,529.383667,80.776634,68.447853,10,0,0.000000,0.000000,0.000000,0.000000,0
616,20.036377,20.036377,1,623.637024,522.074097,80.634560,67.502747,9,0,0.000000,0.000000,0.000000,0.000000,0
617,20.069824,20.069824,1,622.295837,513.445007,80.461151,66.387032,12,0,0.000000,0.000000,0.000000,0.000000,0
618,20.103027,20.103027,1,620.364075,504.343597,80.211380,65.210243,6,0,0.000000,0.000000,0.000000,0.000000,0
619,20.136475,20.136475,1,619.482483,496.206238,80.097389,64.158104,8,0,0.000000,0.000000,0.000000,0.000000,0
620,20.169678,20.169678,1,620.182556,486.857147,80.187904,62.949295,8,0,0.000000,0.000000,0.000000,0.000000,0
621,20.203125,20.203125,1,618.064514,479.393555,79.914047,61.984272,9,0,0.000000,0.000000,0.000000,0.000000,0
622,20.236328,20.236328,1,620.937195,469.026917,80.285484,60.643894,7,0,0.000000,0.000000,0.000000,0.000000,0
623,20.269775,20.269775,1,619.863281,461.733826,80.146629,59.700916,9,0,0.000000,0.000000,0.000000,0.000000,0
624,20.303223,20.303223,1,620.758484,454.436523,80.262375,58.757401,10,0,0.000000,0.000000,0.000000,0.000000,0
625,20.336426,20.336426,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
626,20.369873,20.369873,1,624.041077,437.410950,80.686806,56.556038,9,0,0.000000,0.000000,0.000000,0.000000,0
627,20.403076,20.403076,1,625.535217,429.319244,80.879990,55.509804,7,0,0.000000,0.000000,0.000000,0.000000,0
628,20.436523,20.436523,1,626.645569,419.531647,81.023560,54.244293,13,0,0.000000,0.000000,0.000000,0.000000,0
629,20.469727,20.469727,1,629.777161,410.711945,81.428467,53.103931,11,0,0.000000,0.000000,0.000000,0.000000,0
630,20.503174,20.503174,1,634.008545,400.982910,81.975571,51.845993,4,0,0.000000,0.000000,0.000000,0.000000,0
631,20.536377,20.536377,1,635.000000,396.000000,82.103760,51.201717,2,0,0.000000,0.000000,0.000000,0.000000,0
632,20.569824,20.569824,1,639.000000,387.000000,82.620949,50.038040,1,0,0.000000,0.000000,0.000000,0.000000,0
633,20.603271,20.603271,1,643.991821,377.475403,83.266380,48.806538,8,0,0.000000,0.000000,0.000000,0.000000,0
634,20.636475,20.636475,1,646.200012,371.742859,83.551888,48.065334,8,0,0.000000,0.000000,0.000000,0.000000,0
635,20.669922,20.669922,1,649.941528,363.067688,84.035660,46.943661,10,0,0.000000,0.000000,0.000000,0.000000,0
636,20.703125,20.703125,1,654.008423,355.991608,84.561493,46.028740,4,0,0.000000,0.000000,0.000000,0.000000,0
637,20.736572,20.736572,1,659.256897,347.587158,85.240112,44.942066,7,0,0.000000,0.000000,0.000000,0.000000,0
638,20.769775,20.769775,1,667.000000,337.000000,86.241272,43.573177,1,0,0.000000,0.000000,0.000000,0.000000,0
639,20.803223,20.803223,1,669.000000,335.000000,86.499870,43.314583,1,0,0.000000,0.000000,0.000000,0.000000,0
640,20.836426,20.836426,1,683.000000,322.032257,88.310028,41.637890,2,0,0.000000,0.000000,0.000000,0.000000,0
641,20.869873,20.869873,1,684.202332,317.832367,88.465485,41.094856,11,0,0.000000,0.000000,0.000000,0.000000,0
642,20.903320,20.903320,1,692.503174,310.452240,89.538765,40.140625,10,0,0.000000,0.000000,0.000000,0.000000,0
643,20.936523,20.936523,1,699.335144,304.329742,90.422119,39.349003,6,0,0.000000,0.000000,0.000000,0.000000,0
644,20.969971,20.969971,1,704.974243,298.939911,91.151237,38.652111,7,0,0.000000,0.000000,0.000000,0.000000,0
645,21.003174,21.003174,1,713.609863,292.906586,92.267807,37.872021,11,0,0.000000,0.000000,0.000000,0.000000,0
646,21.036621,21.036621,1,721.000000,287.953857,93.223328,37.231644,2,0,0.000000,0.000000,0.000000,0.000000,0
647,21.069824,21.069824,1,730.355530,279.666656,94.432976,36.160133,3,0,0.000000,0.000000,0.000000,0.000000,0
648,21.103271,21.103271,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
649,21.136475,21.136475,1,745.583313,271.173615,96.401886,35.062004,9,0,0.000000,0.000000,0.000000,0.000000,0
650,21.169922,21.169922,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
651,21.203369,21.203369,1,769.000000,261.000000,99.429596,33.746586,1,0,0.000000,0.000000,0.000000,0.000000,0
652,21.236572,21.236572,1,775.924988,258.943756,100.324982,33.480717,10,0,0.000000,0.000000,0.000000,0.000000,0
653,21.270020,21.270020,1,782.594299,256.096100,101.187302,33.112522,9,0,0.000000,0.000000,0.000000,0.000000,0
654,21.303223,21.303223,1,795.000000,252.038834,102.791321,32.587933,6,0,0.000000,0.000000,0.000000,0.000000,0
655,21.336670,21.336670,1,802.453979,250.608307,103.755104,32.402969,11,0,0.000000,0.000000,0.000000,0.000000,0
656,21.369873,21.369873,1,814.875793,247.571426,105.361206,32.010307,10,0,0.000000,0.000000,0.000000,0.000000,0
657,21.403320,21.403320,1,826.679993,243.826660,106.887459,31.526121,7,0,0.000000,0.000000,0.000000,0.000000,0
658,21.436523,21.436523,1,841.500000,245.000000,108.803650,31.677830,4,0,0.000000,0.000000,0.000000,0.000000,0
659,21.469971,21.469971,1,844.000000,243.000000,109.126892,31.419235,2,0,0.000000,0.000000,0.000000,0.000000,0
660,21.503418,21.503418,1,860.318665,242.340652,111.236847,31.333984,3,0,0.000000,0.000000,0.000000,0.000000,0
661,21.536621,21.536621,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
662,21.570068,21.570068,1,884.978027,241.000000,114.425240,31.160641,3,0,0.000000,0.000000,0.000000,0.000000,0
663,21.603271,21.603271,1,892.331360,240.295853,115.375999,31.069597,11,0,0.000000,0.000000,0.000000,0.000000,0
664,21.636719,21.636719,1,905.651672,244.325836,117.098282,31.590662,3,0,0.000000,0.000000,0.000000,0.000000,0
665,21.669922,21.669922,1,917.695679,243.630432,118.655533,31.500748,3,0,0.000000,0.000000,0.000000,0.000000,0
666,21.703369,21.703369,1,928.000000,246.000000,119.987862,31.807127,4,0,0.000000,0.000000,0.000000,0.000000,0
667,21.736572,21.736572,1,937.000000,246.512604,121.151535,31.873405,4,0,0.000000,0.000000,0.000000,0.000000,0
668,21.770020,21.770020,1,949.000000,251.000000,122.703102,32.453613,1,0,0.000000,0.000000,0.000000,0.000000,0
669,21.803223,21.803223,1,964.016418,257.950806,124.644684,33.352333,4,0,0.000000,0.000000,0.000000,0.000000,0
670,21.836670,21.836670,1,976.117676,265.000000,126.209343,34.263775,2,0,0.000000,0.000000,0.000000,0.000000,0
671,21.870117,21.870117,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
672,21.903320,21.903320,1,997.081970,270.590149,128.919968,34.986568,4,0,0.000000,0.000000,0.000000,0.000000,0
673,21.936768,21.936768,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
674,21.969971,21.969971,1,1012.016113,281.435486,130.850922,36.388836,4,0,0.000000,0.000000,0.000000,0.000000,0
675,22.003418,22.003418,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
676,22.036621,22.036621,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
677,22.070068,22.070068,1,1045.043945,308.340668,135.121323,39.867603,3,0,0.000000,0.000000,0.000000,0.000000,0
678,22.103271,22.103271,1,872.000000,455.000000,112.747215,58.830254,2,0,0.000000,0.000000,0.000000,0.000000,0
679,22.136719,22.136719,1,1062.966431,330.512604,137.438644,42.734375,4,0,0.000000,0.000000,0.000000,0.000000,0
680,22.170166,22.170166,1,1071.000000,337.966675,138.477371,43.698166,2,0,0.000000,0.000000,0.000000,0.000000,0
681,22.203369,22.203369,1,1076.233398,350.463409,139.154037,45.313961,9,0,0.000000,0.000000,0.000000,0.000000,0
682,22.236816,22.236816,1,1083.938599,362.949707,140.150284,46.928406,11,0,0.000000,0.000000,0.000000,0.000000,0
683,22.270020,22.270020,1,1089.137207,373.570801,140.822449,48.301682,14,0,0.000000,0.000000,0.000000,0.000000,0
684,22.303467,22.303467,1,1096.000000,393.000000,141.709793,50.813824,2,0,0.000000,0.000000,0.000000,0.000000,0
685,22.336670,22.336670,1,1098.228760,397.812347,141.997971,51.436047,13,0,0.000000,0.000000,0.000000,0.000000,0
686,22.370117,22.370117,1,1105.000000,416.000000,142.873474,53.787663,2,0,0.000000,0.000000,0.000000,0.000000,0
687,22.403320,22.403320,1,1105.603760,422.836487,142.951538,54.671600,10,0,0.000000,0.000000,0.000000,0.000000,0
688,22.436768,22.436768,1,1105.983154,436.171722,143.000595,56.395809,10,0,0.000000,0.000000,0.000000,0.000000,0
689,22.470215,22.470215,1,1109.519775,450.728821,143.457870,58.278004,11,0,0.000000,0.000000,0.000000,0.000000,0
690,22.503418,22.503418,1,1109.384766,463.951385,143.440414,59.987644,14,0,0.000000,0.000000,0.000000,0.000000,0
691,22.536865,22.536865,1,1106.977661,475.994415,143.129181,61.544773,6,0,0.000000,0.000000,0.000000,0.000000,0
692,22.570068,22.570068,1,1107.930420,487.321747,143.252365,63.009365,14,0,0.000000,0.000000,0.000000,0.000000,0
693,22.603516,22.603516,1,1105.144043,501.303986,142.892090,64.817238,8,0,0.000000,0.000000,0.000000,0.000000,0
694,22.636719,22.636719,1,1103.000000,511.000000,142.614883,66.070900,1,0,0.000000,0.000000,0.000000,0.000000,0
695,22.670166,22.670166,1,1100.935181,527.040466,142.347916,68.144890,15,0,0.000000,0.000000,0.000000,0.000000,0
696,22.703369,22.703369,1,1097.548218,542.644653,141.909988,70.162468,12,0,0.000000,0.000000,0.000000,0.000000,0
697,22.736816,22.736816,1,1092.251221,551.539551,141.225082,71.312553,13,0,0.000000,0.000000,0.000000,0.000000,0
698,22.770264,22.770264,1,1087.118408,566.171265,140.561432,73.204391,15,0,0.000000,0.000000,0.000000,0.000000,0
699,22.803467,22.803467,1,1081.931152,575.589050,139.890732,74.422089,13,0,0.000000,0.000000,0.000000,0.000000,0
700,22.836914,22.836914,1,1074.901978,587.166321,138.981873,75.918999,15,0,0.000000,0.000000,0.000000,0.000000,0
701,22.903564,22.903564,1,1058.709717,606.001770,136.888275,78.354370,17,0,0.000000,0.000000,0.000000,0.000000,0
702,22.936768,22.936768,1,1051.515747,615.783813,135.958115,79.619164,22,0,0.000000,0.000000,0.000000,0.000000,0
703,22.970215,22.970215,1,1040.334839,626.403687,134.512451,80.992279,13,0,0.000000,0.000000,0.000000,0.000000,0
705,23.003418,23.003418,1,1031.653198,631.526611,133.389923,81.654655,12,0,0.000000,0.000000,0.000000,0.000000,0
706,23.036865,23.036865,1,1021.703369,640.684631,132.103455,82.838768,23,0,0.000000,0.000000,0.000000,0.000000,0
707,23.070312,23.070312,1,1012.380615,646.214172,130.898041,83.553726,21,0,0.000000,0.000000,0.000000,0.000000,0
708,23.103516,23.103516,1,1000.460999,652.985840,129.356873,84.429276,13,0,0.000000,0.000000,0.000000,0.000000,0
709,23.170166,23.170166,1,978.688293,662.102478,126.541718,85.608032,20,0,0.000000,0.000000,0.000000,0.000000,0
710,23.203613,23.203613,1,967.304688,667.053772,125.069847,86.248222,17,0,0.000000,0.000000,0.000000,0.000000,0
712,23.236816,23.236816,1,954.361511,670.038452,123.396332,86.634140,16,0,0.000000,0.000000,0.000000,0.000000,0
713,23.270264,23.270264,1,943.354309,671.971436,121.973129,86.884064,11,0,0.000000,0.000000,0.000000,0.000000,0
714,23.303467,23.303467,1,927.925415,674.110474,119.978218,87.160645,21,0,0.000000,0.000000,0.000000,0.000000,0
