frame,t_s,t_b_s,a_ok,a_x_px,a_y_px,a_x_mm,a_y_mm,a_area,b_ok,b_h_px,b_z_px,b_h_mm,b_z_mm,b_area
250,7.834717,7.834717,1,777.492126,717.031433,100.527603,92.710197,17,0,0.000000,0.000000,0.000000,0.000000,0
251,7.867920,7.867920,1,769.914551,710.741333,99.547844,91.896912,13,0,0.000000,0.000000,0.000000,0.000000,0
252,7.901367,7.901367,1,763.480957,702.751526,98.715996,90.863846,15,0,0.000000,0.000000,0.000000,0.000000,0
253,7.934570,7.934570,1,756.288391,695.291077,97.786018,89.899239,12,0,0.000000,0.000000,0.000000,0.000000,0
254,7.968018,7.968018,1,749.290222,688.458801,96.881172,89.015839,16,0,0.000000,0.000000,0.000000,0.000000,0
255,8.001221,8.001221,1,742.443420,679.165161,95.995903,87.814194,20,0,0.000000,0.000000,0.000000,0.000000,0
256,8.034668,8.034668,1,736.452209,673.095520,95.221260,87.029411,10,0,0.000000,0.000000,0.000000,0.000000,0
257,8.067871,8.067871,1,728.201111,664.206726,94.154411,85.880112,21,0,0.000000,0.000000,0.000000,0.000000,0
258,8.101318,8.101318,1,721.373779,653.373779,93.271652,84.479439,21,0,0.000000,0.000000,0.000000,0.000000,0
259,8.134521,8.134521,1,713.933838,644.046692,92.309692,83.273476,16,0,0.000000,0.000000,0.000000,0.000000,0
260,8.167969,8.167969,1,708.828308,635.411438,91.649567,82.156960,23,0,0.000000,0.000000,0.000000,0.000000,0
261,8.201416,8.201416,1,703.916199,627.240234,91.014435,81.100441,11,0,0.000000,0.000000,0.000000,0.000000,0
262,8.234619,8.234619,1,698.959229,615.404053,90.373520,79.570061,18,0,0.000000,0.000000,0.000000,0.000000,0
263,8.268066,8.268066,1,694.590088,605.144165,89.808594,78.243484,13,0,0.000000,0.000000,0.000000,0.000000,0
264,8.301270,8.301270,1,691.213074,595.288635,89.371956,76.969193,9,0,0.000000,0.000000,0.000000,0.000000,0
265,8.334717,8.334717,1,686.552551,585.928833,88.769363,75.758995,9,0,0.000000,0.000000,0.000000,0.000000,0
266,8.367920,8.367920,1,683.528137,573.551453,88.378319,74.158630,15,0,0.000000,0.000000,0.000000,0.000000,0
267,8.401367,8.401367,1,678.775391,563.171143,87.763802,72.816483,12,0,0.000000,0.000000,0.000000,0.000000,0
268,8.434570,8.434570,1,675.221497,552.382568,87.304291,71.421555,10,0,0.000000,0.000000,0.000000,0.000000,0
269,8.468018,8.468018,1,671.991455,541.017090,86.886658,69.952026,4,0,0.000000,0.000000,0.000000,0.000000,0
270,8.501465,8.501465,1,667.631592,529.084229,86.322937,68.409142,3,0,0.000000,0.000000,0.000000,0.000000,0
271,8.534668,8.534668,1,667.921814,518.531006,86.360466,67.044640,11,0,0.000000,0.000000,0.000000,0.000000,0
272,8.568115,8.568115,1,666.682068,504.989746,86.200165,65.293793,6,0,0.000000,0.000000,0.000000,0.000000,0
273,8.601318,8.601318,1,668.033325,496.033325,86.374878,64.135750,2,0,0.000000,0.000000,0.000000,0.000000,0
274,8.634766,8.634766,1,665.659119,485.659088,86.067902,62.794392,3,0,0.000000,0.000000,0.000000,0.000000,0
275,8.667969,8.667969,1,665.988220,474.937256,86.110458,61.408089,8,0,0.000000,0.000000,0.000000,0.000000,0
276,8.701416,8.701416,1,668.016418,463.000000,86.372688,59.864632,2,0,0.000000,0.000000,0.000000,0.000000,0
277,8.734619,8.734619,1,669.788147,451.347443,86.601776,58.357990,7,0,0.000000,0.000000,0.000000,0.000000,0
278,8.768066,8.768066,1,672.000000,440.000000,86.887764,56.890797,4,0,0.000000,0.000000,0.000000,0.000000,0
279,8.801514,8.801514,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
280,8.834717,8.834717,1,675.509705,418.113586,87.341553,54.060940,11,0,0.000000,0.000000,0.000000,0.000000,0
281,8.868164,8.868164,1,683.000000,407.000000,88.310028,52.623985,1,0,0.000000,0.000000,0.000000,0.000000,0
282,8.901367,8.901367,1,687.000000,391.000000,88.827217,50.555229,1,0,0.000000,0.000000,0.000000,0.000000,0
283,8.934814,8.934814,1,691.159180,384.305054,89.364983,49.689590,12,0,0.000000,0.000000,0.000000,0.000000,0
284,8.968018,8.968018,1,693.967224,377.000000,89.728058,48.745068,4,0,0.000000,0.000000,0.000000,0.000000,0
285,9.001465,9.001465,1,700.355530,368.288879,90.554054,47.618744,3,0,0.000000,0.000000,0.000000,0.000000,0
286,9.034668,9.034668,1,712.000000,354.000000,92.059654,45.771233,2,0,0.000000,0.000000,0.000000,0.000000,0
287,9.068115,9.068115,1,718.000000,345.000000,92.835434,44.607555,2,0,0.000000,0.000000,0.000000,0.000000,0
288,9.101562,9.101562,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
289,9.134766,9.134766,1,729.561890,329.590485,94.330360,42.615147,7,0,0.000000,0.000000,0.000000,0.000000,0
290,9.168213,9.168213,1,736.960022,324.613342,95.286911,41.971615,5,0,0.000000,0.000000,0.000000,0.000000,0
291,9.201416,9.201416,1,745.000000,315.000000,96.326462,40.728638,1,0,0.000000,0.000000,0.000000,0.000000,0
292,9.234863,9.234863,1,754.461243,310.575500,97.549774,40.156563,8,0,0.000000,0.000000,0.000000,0.000000,0
293,9.268066,9.268066,1,763.921875,302.500000,98.773010,39.112423,8,0,0.000000,0.000000,0.000000,0.000000,0
294,9.301514,9.301514,1,773.262939,297.291077,99.980782,38.438923,7,0,0.000000,0.000000,0.000000,0.000000,0
295,9.334717,9.334717,1,787.383545,291.410950,101.806541,37.678638,5,0,0.000000,0.000000,0.000000,0.000000,0
296,9.368164,9.368164,1,796.990723,287.018524,103.048721,37.110710,7,0,0.000000,0.000000,0.000000,0.000000,0
297,9.401611,9.401611,1,803.389282,284.973145,103.876030,36.846249,5,0,0.000000,0.000000,0.000000,0.000000,0
298,9.434814,9.434814,1,816.589417,279.834442,105.582771,36.181828,5,0,0.000000,0.000000,0.000000,0.000000,0
299,9.468262,9.468262,1,828.140991,278.790161,107.076363,36.046806,10,0,0.000000,0.000000,0.000000,0.000000,0
300,9.501465,9.501465,1,836.608459,276.936493,108.171188,35.807133,6,0,0.000000,0.000000,0.000000,0.000000,0
301,9.534912,9.534912,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
302,9.568115,9.568115,1,862.976746,274.519379,111.580528,35.494606,8,0,0.000000,0.000000,0.000000,0.000000,0
303,9.601562,9.601562,1,874.000000,275.000000,113.005806,35.556747,2,0,0.000000,0.000000,0.000000,0.000000,0
304,9.634766,9.634766,1,885.792236,275.467529,114.530510,35.617199,5,0,0.000000,0.000000,0.000000,0.000000,0
305,9.668213,9.668213,1,900.102722,278.164398,116.380821,35.965893,9,0,0.000000,0.000000,0.000000,0.000000,0
306,9.701660,9.701660,1,915.000000,281.000000,118.306999,36.332531,1,0,0.000000,0.000000,0.000000,0.000000,0
307,9.734863,9.734863,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
308,9.768311,9.768311,1,935.983582,289.000000,121.020119,37.366909,2,0,0.000000,0.000000,0.000000,0.000000,0
309,9.801514,9.801514,1,943.827393,292.248718,122.034302,37.786961,13,0,0.000000,0.000000,0.000000,0.000000,0
310,9.834961,9.834961,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
311,9.868164,9.868164,1,967.250000,304.652161,125.062775,39.390694,11,0,0.000000,0.000000,0.000000,0.000000,0
312,9.901611,9.901611,1,979.637390,312.362640,126.664429,40.387634,3,0,0.000000,0.000000,0.000000,0.000000,0
313,9.934814,9.934814,1,983.031738,320.026459,127.103317,41.378544,6,0,0.000000,0.000000,0.000000,0.000000,0
314,9.968262,9.968262,1,989.563110,325.757294,127.947800,42.119526,3,0,0.000000,0.000000,0.000000,0.000000,0
315,10.001465,10.001465,1,1001.666687,336.333344,129.512756,43.486980,3,0,0.000000,0.000000,0.000000,0.000000,0
316,10.034912,10.034912,1,1011.412903,348.638702,130.772919,45.078030,5,0,0.000000,0.000000,0.000000,0.000000,0
317,10.068359,10.068359,1,1019.000000,351.000000,131.753906,45.383339,1,0,0.000000,0.000000,0.000000,0.000000,0
318,10.101562,10.101562,1,1027.695679,366.369568,132.878235,47.370583,3,0,0.000000,0.000000,0.000000,0.000000,0
319,10.135010,10.135010,1,1033.339233,376.441956,133.607941,48.672916,13,0,0.000000,0.000000,0.000000,0.000000,0
320,10.168213,10.168213,1,1039.420776,390.060974,134.394257,50.433815,10,0,0.000000,0.000000,0.000000,0.000000,0
321,10.201660,10.201660,1,1043.713745,402.604248,134.949341,52.055626,9,0,0.000000,0.000000,0.000000,0.000000,0
322,10.234863,10.234863,1,1047.800049,413.000000,135.477676,53.399769,5,0,0.000000,0.000000,0.000000,0.000000,0
323,10.268311,10.268311,1,1051.508423,423.333832,135.957153,54.735909,19,0,0.000000,0.000000,0.000000,0.000000,0
324,10.301514,10.301514,1,1052.987305,436.423737,136.148376,56.428394,15,0,0.000000,0.000000,0.000000,0.000000,0
325,10.334961,10.334961,1,1055.188965,449.396332,136.433060,58.105717,10,0,0.000000,0.000000,0.000000,0.000000,0
326,10.368408,10.368408,1,1056.166138,459.966766,136.559387,59.472443,10,0,0.000000,0.000000,0.000000,0.000000,0
327,10.401611,10.401611,1,1057.237183,473.181824,136.697876,61.181114,8,0,0.000000,0.000000,0.000000,0.000000,0
329,10.468262,10.468262,1,1055.536987,499.981476,136.478043,64.646240,7,0,0.000000,0.000000,0.000000,0.000000,0
330,10.501709,10.501709,1,1053.161621,512.563904,136.170914,66.273109,15,0,0.000000,0.000000,0.000000,0.000000,0
331,10.534912,10.534912,1,1050.439941,524.371826,135.819016,67.799843,20,0,0.000000,0.000000,0.000000,0.000000,0
332,10.568359,10.568359,1,1045.644409,535.028198,135.198959,69.177681,16,0,0.000000,0.000000,0.000000,0.000000,0
333,10.601562,10.601562,1,1040.752441,547.080933,134.566437,70.736069,12,0,0.000000,0.000000,0.000000,0.000000,0
334,10.635010,10.635010,1,1034.716797,559.543335,133.786041,72.347427,10,0,0.000000,0.000000,0.000000,0.000000,0
335,10.668457,10.668457,1,1029.004150,570.474792,133.047424,73.760826,15,0,0.000000,0.000000,0.000000,0.000000,0
336,10.701660,10.701660,1,1023.667969,577.838806,132.357468,74.712982,15,0,0.000000,0.000000,0.000000,0.000000,0
337,10.735107,10.735107,1,1017.394104,586.364685,131.546280,75.815353,10,0,0.000000,0.000000,0.000000,0.000000,0
338,10.768311,10.768311,1,1009.123291,597.927551,130.476883,77.310402,18,0,0.000000,0.000000,0.000000,0.000000,0
339,10.801758,10.801758,1,1001.596985,606.611938,129.503754,78.433266,12,0,0.000000,0.000000,0.000000,0.000000,0
340,10.834961,10.834961,1,994.106934,614.800598,128.535309,79.492035,20,0,0.000000,0.000000,0.000000,0.000000,0
341,10.868408,10.868408,1,983.701050,622.015076,127.189857,80.424843,14,0,0.000000,0.000000,0.000000,0.000000,0
342,10.901611,10.901611,1,974.934875,628.394653,126.056412,81.249710,15,0,0.000000,0.000000,0.000000,0.000000,0
343,10.935059,10.935059,1,964.057739,635.247009,124.650024,82.135696,21,0,0.000000,0.000000,0.000000,0.000000,0
344,10.968506,10.968506,1,953.346802,639.489319,123.265129,82.684219,12,0,0.000000,0.000000,0.000000,0.000000,0
345,11.001709,11.001709,1,943.518494,644.056335,121.994362,83.274727,18,0,0.000000,0.000000,0.000000,0.000000,0
346,11.035156,11.035156,1,931.282471,649.610168,120.412277,83.992813,16,0,0.000000,0.000000,0.000000,0.000000,0
347,11.068359,11.068359,1,920.167297,652.638184,118.975113,84.384331,22,0,0.000000,0.000000,0.000000,0.000000,0
348,11.101807,11.101807,1,911.712708,655.115784,117.881958,84.704681,13,0,0.000000,0.000000,0.000000,0.000000,0
349,11.135010,11.135010,1,899.476746,658.654053,116.299881,85.162170,20,0,0.000000,0.000000,0.000000,0.000000,0
350,11.168457,11.168457,1,888.572021,660.662537,114.889931,85.421860,22,0,0.000000,0.000000,0.000000,0.000000,0
351,11.201660,11.201660,1,878.171997,662.159241,113.545235,85.615379,19,0,0.000000,0.000000,0.000000,0.000000,0
352,11.235107,11.235107,1,865.872131,663.070068,111.954903,85.733139,17,0,0.000000,0.000000,0.000000,0.000000,0
353,11.268555,11.268555,1,854.438843,661.405457,110.476601,85.517914,25,0,0.000000,0.000000,0.000000,0.000000,0
354,11.301758,11.301758,1,842.340027,660.450562,108.912262,85.394455,17,0,0.000000,0.000000,0.000000,0.000000,0
355,11.335205,11.335205,1,832.354492,659.033081,107.621155,85.211174,22,0,0.000000,0.000000,0.000000,0.000000,0
356,11.368408,11.368408,1,822.256226,655.766418,106.315483,84.788803,13,0,0.000000,0.000000,0.000000,0.000000,0
357,11.401855,11.401855,1,809.899292,654.559021,104.717766,84.632690,17,0,0.000000,0.000000,0.000000,0.000000,0
358,11.435059,11.435059,1,797.469604,651.095215,103.110641,84.184830,17,0,0.000000,0.000000,0.000000,0.000000,0
359,11.468506,11.468506,1,788.578247,646.897949,101.961006,83.642136,25,0,0.000000,0.000000,0.000000,0.000000,0
360,11.501709,11.501709,1,776.872498,641.262268,100.447487,82.913460,16,0,0.000000,0.000000,0.000000,0.000000,0
361,11.535156,11.535156,1,766.908020,637.213440,99.159111,82.389954,18,0,0.000000,0.000000,0.000000,0.000000,0
362,11.568604,11.568604,1,757.932129,631.416016,97.998550,81.640366,25,0,0.000000,0.000000,0.000000,0.000000,0
363,11.601807,11.601807,1,747.476379,623.754883,96.646652,80.649803,25,0,0.000000,0.000000,0.000000,0.000000,0
364,11.635254,11.635254,1,737.477234,615.971802,95.353783,79.643471,14,0,0.000000,0.000000,0.000000,0.000000,0
365,11.668457,11.668457,1,729.593384,609.059631,94.334427,78.749748,19,0,0.000000,0.000000,0.000000,0.000000,0
366,11.701904,11.701904,1,719.639404,600.029236,93.047401,77.582138,16,0,0.000000,0.000000,0.000000,0.000000,0
367,11.735107,11.735107,1,712.381348,590.500000,92.108963,76.350037,14,0,0.000000,0.000000,0.000000,0.000000,0
368,11.768555,11.768555,1,703.443848,581.427368,90.953362,75.176971,21,0,0.000000,0.000000,0.000000,0.000000,0
369,11.801758,11.801758,1,694.516663,567.500000,89.799103,73.376198,4,0,0.000000,0.000000,0.000000,0.000000,0
370,11.835205,11.835205,1,689.690002,560.349976,89.175026,72.451721,12,0,0.000000,0.000000,0.000000,0.000000,0
371,11.868652,11.868652,1,684.664001,551.106689,88.525185,71.256584,12,0,0.000000,0.000000,0.000000,0.000000,0
372,11.901855,11.901855,1,679.040344,539.438049,87.798058,69.747864,11,0,0.000000,0.000000,0.000000,0.000000,0
373,11.935303,11.935303,1,672.625366,524.614319,86.968613,67.831200,11,0,0.000000,0.000000,0.000000,0.000000,0
374,11.968506,11.968506,1,665.983887,510.048401,86.109894,65.947861,4,0,0.000000,0.000000,0.000000,0.000000,0
375,12.001953,12.001953,1,667.193176,503.301147,86.266251,65.075462,11,0,0.000000,0.000000,0.000000,0.000000,0
376,12.035156,12.035156,1,661.000000,487.000000,85.465492,62.967766,1,0,0.000000,0.000000,0.000000,0.000000,0
377,12.068604,12.068604,1,661.533875,475.063751,85.534515,61.424442,8,0,0.000000,0.000000,0.000000,0.000000,0
378,12.101807,12.101807,1,659.011169,459.994415,85.208344,59.476017,6,0,0.000000,0.000000,0.000000,0.000000,0
379,12.135254,12.135254,1,659.266052,447.698334,85.241295,57.886169,13,0,0.000000,0.000000,0.000000,0.000000,0
380,12.168457,12.168457,1,659.799988,432.187103,85.310333,55.880608,5,0,0.000000,0.000000,0.000000,0.000000,0
381,12.201904,12.201904,1,661.350281,419.971741,85.510780,54.301197,6,0,0.000000,0.000000,0.000000,0.000000,0
382,12.235352,12.235352,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
383,12.268555,12.268555,1,665.966675,401.000000,86.107666,51.848202,2,0,0.000000,0.000000,0.000000,0.000000,0
384,12.302002,12.302002,1,671.392700,381.308899,86.809235,49.302197,12,0,0.000000,0.000000,0.000000,0.000000,0
385,12.335205,12.335205,1,676.428589,368.658997,87.460365,47.666599,7,0,0.000000,0.000000,0.000000,0.000000,0
386,12.368652,12.368652,1,680.550293,357.698425,87.993286,46.249424,11,0,0.000000,0.000000,0.000000,0.000000,0
387,12.401855,12.401855,1,687.235840,346.754730,88.857712,44.834435,7,0,0.000000,0.000000,0.000000,0.000000,0
388,12.435303,12.435303,1,694.474121,333.007965,89.793602,43.057018,8,0,0.000000,0.000000,0.000000,0.000000,0
389,12.468506,12.468506,1,701.516663,322.516663,90.704185,41.700523,4,0,0.000000,0.000000,0.000000,0.000000,0
390,12.501953,12.501953,1,707.765076,312.986572,91.512093,40.468307,5,0,0.000000,0.000000,0.000000,0.000000,0
391,12.535400,12.535400,1,720.094360,299.528290,93.106224,38.728191,7,0,0.000000,0.000000,0.000000,0.000000,0
392,12.568604,12.568604,1,728.011353,292.670441,94.129875,37.841488,6,0,0.000000,0.000000,0.000000,0.000000,0
393,12.602051,12.602051,1,737.723328,284.004852,95.385605,36.721050,12,0,0.000000,0.000000,0.000000,0.000000,0
394,12.635254,12.635254,1,752.145386,274.427307,97.250336,35.482700,7,0,0.000000,0.000000,0.000000,0.000000,0
395,12.668701,12.668701,1,759.000000,267.851685,98.136620,34.632488,7,0,0.000000,0.000000,0.000000,0.000000,0
396,12.701904,12.701904,1,774.000000,255.000000,100.076080,32.970802,2,0,0.000000,0.000000,0.000000,0.000000,0
397,12.735352,12.735352,1,783.000000,257.000000,101.239754,33.229397,1,0,0.000000,0.000000,0.000000,0.000000,0
398,12.768555,12.768555,1,797.011719,249.586517,103.051437,32.270851,11,0,0.000000,0.000000,0.000000,0.000000,0
399,12.802002,12.802002,1,809.000000,244.000000,104.601486,31.548532,2,0,0.000000,0.000000,0.000000,0.000000,0
400,12.835449,12.835449,1,822.627686,241.382980,106.363503,31.210159,6,0,0.000000,0.000000,0.000000,0.000000,0
401,12.868652,12.868652,1,833.000000,238.032257,107.704620,30.776920,2,0,0.000000,0.000000,0.000000,0.000000,0
402,12.902100,12.902100,1,845.752686,234.376343,109.353508,30.304220,3,0,0.000000,0.000000,0.000000,0.000000,0
403,12.935303,12.935303,1,857.928772,233.464401,110.927841,30.186308,10,0,0.000000,0.000000,0.000000,0.000000,0
404,12.968750,12.968750,1,869.000000,234.015869,112.359322,30.257612,2,0,0.000000,0.000000,0.000000,0.000000,0
405,13.001953,13.001953,1,884.682678,234.307693,114.387047,30.295343,6,0,0.000000,0.000000,0.000000,0.000000,0
406,13.035400,13.035400,1,897.873901,234.702698,116.092636,30.346416,7,0,0.000000,0.000000,0.000000,0.000000,0
407,13.068604,13.068604,1,911.900635,236.677017,117.906258,30.601690,10,0,0.000000,0.000000,0.000000,0.000000,0
408,13.102051,13.102051,1,921.000000,239.000000,119.082779,30.902046,1,0,0.000000,0.000000,0.000000,0.000000,0
409,13.135498,13.135498,1,935.751587,241.853500,120.990120,31.270996,5,0,0.000000,0.000000,0.000000,0.000000,0
410,13.168701,13.168701,1,952.133362,245.788895,123.108231,31.779831,11,0,0.000000,0.000000,0.000000,0.000000,0
411,13.202148,13.202148,1,958.983459,248.008270,123.993935,32.066792,4,0,0.000000,0.000000,0.000000,0.000000,0
412,13.235352,13.235352,1,972.451599,254.483871,125.735329,32.904068,4,0,0.000000,0.000000,0.000000,0.000000,0
413,13.268799,13.268799,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
414,13.302002,13.302002,1,996.779541,268.496063,128.880859,34.715805,8,0,0.000000,0.000000,0.000000,0.000000,0
415,13.335449,13.335449,1,1007.500000,275.051270,130.266998,35.563377,5,0,0.000000,0.000000,0.000000,0.000000,0
416,13.368652,13.368652,1,1015.000000,279.000000,131.236725,36.073936,1,0,0.000000,0.000000,0.000000,0.000000,0
417,13.402100,13.402100,1,1027.817505,291.388885,132.893982,37.675785,8,0,0.000000,0.000000,0.000000,0.000000,0
418,13.435547,13.435547,1,1035.000000,299.000000,133.822662,38.659882,1,0,0.000000,0.000000,0.000000,0.000000,0
419,13.468750,13.468750,1,1046.109375,308.841522,135.259079,39.932362,8,0,0.000000,0.000000,0.000000,0.000000,0
420,13.502197,13.502197,1,1053.793335,317.626678,136.252594,41.068260,9,0,0.000000,0.000000,0.000000,0.000000,0
421,13.535400,13.535400,1,1062.366699,327.259674,137.361115,42.313782,14,0,0.000000,0.000000,0.000000,0.000000,0
422,13.568848,13.568848,1,1070.303345,338.348328,138.387299,43.747513,3,0,0.000000,0.000000,0.000000,0.000000,0
423,13.602051,13.602051,1,1076.362671,349.043945,139.170746,45.130428,3,0,0.000000,0.000000,0.000000,0.000000,0
424,13.635498,13.635498,1,1080.620117,358.436188,139.721237,46.344818,10,0,0.000000,0.000000,0.000000,0.000000,0
425,13.668701,13.668701,1,1087.000000,369.000000,140.546127,47.710690,1,0,0.000000,0.000000,0.000000,0.000000,0
426,13.702148,13.702148,1,1092.066406,381.709686,141.201202,49.354015,16,0,0.000000,0.000000,0.000000,0.000000,0
427,13.735596,13.735596,1,1098.093018,394.830994,141.980408,51.050568,11,0,0.000000,0.000000,0.000000,0.000000,0
428,13.768799,13.768799,1,1100.912109,404.384613,142.344925,52.285824,13,0,0.000000,0.000000,0.000000,0.000000,0
429,13.802246,13.802246,1,1104.148071,414.903320,142.763321,53.645863,10,0,0.000000,0.000000,0.000000,0.000000,0
430,13.835449,13.835449,1,1107.323364,430.200012,143.173889,55.623684,14,0,0.000000,0.000000,0.000000,0.000000,0
431,13.868896,13.868896,1,1109.546509,440.683136,143.461334,56.979122,20,0,0.000000,0.000000,0.000000,0.000000,0
432,13.902100,13.902100,1,1111.141235,453.559998,143.667511,58.644066,13,0,0.000000,0.000000,0.000000,0.000000,0
433,13.935547,13.935547,1,1111.000000,463.000000,143.649261,59.864632,1,0,0.000000,0.000000,0.000000,0.000000,0
434,13.968750,13.968750,1,1112.994507,479.513824,143.907135,61.999825,12,0,0.000000,0.000000,0.000000,0.000000,0
435,14.002197,14.002197,1,1111.031006,489.448730,143.653259,63.284382,16,0,0.000000,0.000000,0.000000,0.000000,0
436,14.035400,14.035400,1,1109.795044,504.240631,143.493454,65.196938,17,0,0.000000,0.000000,0.000000,0.000000,0
437,14.068848,14.068848,1,1108.261353,515.817261,143.295151,66.693764,16,0,0.000000,0.000000,0.000000,0.000000,0
438,14.102295,14.102295,1,1106.234985,527.108093,143.033142,68.153633,16,0,0.000000,0.000000,0.000000,0.000000,0
439,14.135498,14.135498,1,1102.581055,539.810791,142.560715,69.796059,5,0,0.000000,0.000000,0.000000,0.000000,0
440,14.168945,14.168945,1,1100.192261,550.537842,142.251846,71.183037,15,0,0.000000,0.000000,0.000000,0.000000,0
441,14.202148,14.202148,1,1096.959839,559.130310,141.833908,72.294022,12,0,0.000000,0.000000,0.000000,0.000000,0
442,14.235596,14.235596,1,1093.114868,570.556152,141.336761,73.771347,12,0,0.000000,0.000000,0.000000,0.000000,0
443,14.268799,14.268799,1,1088.680054,581.468567,140.763351,75.182297,10,0,0.000000,0.000000,0.000000,0.000000,0
444,14.302246,14.302246,1,1083.503662,590.307434,140.094070,76.325134,16,0,0.000000,0.000000,0.000000,0.000000,0
445,14.335449,14.335449,1,1077.120728,600.471252,139.268753,77.639290,11,0,0.000000,0.000000,0.000000,0.000000,0
446,14.368896,14.368896,1,1071.173218,610.076294,138.499756,78.881195,14,0,0.000000,0.000000,0.000000,0.000000,0
447,14.402344,14.402344,1,1064.640869,618.996216,137.655151,80.034515,15,0,0.000000,0.000000,0.000000,0.000000,0
448,14.435547,14.435547,1,1057.233276,628.309509,136.697372,81.238701,13,0,0.000000,0.000000,0.000000,0.000000,0
449,14.468994,14.468994,1,1051.086914,635.524231,135.902664,82.171539,22,0,0.000000,0.000000,0.000000,0.000000,0
450,14.502197,14.502197,1,1043.531860,643.148926,134.925827,83.157394,14,0,0.000000,0.000000,0.000000,0.000000,0
451,14.535645,14.535645,1,1036.079346,651.507263,133.962219,84.238106,25,0,0.000000,0.000000,0.000000,0.000000,0
452,14.568848,14.568848,1,1026.956543,658.559021,132.782669,85.149879,10,0,0.000000,0.000000,0.000000,0.000000,0
453,14.602295,14.602295,1,1021.057922,664.381104,132.019989,85.902657,19,0,0.000000,0.000000,0.000000,0.000000,0
454,14.635498,14.635498,1,1011.133118,671.147949,130.736740,86.777588,19,0,0.000000,0.000000,0.000000,0.000000,0
455,14.668945,14.668945,1,1002.160828,678.100525,129.576645,87.676537,12,0,0.000000,0.000000,0.000000,0.000000,0
456,14.702393,14.702393,1,992.722961,682.927917,128.356369,88.300705,16,0,0.000000,0.000000,0.000000,0.000000,0
457,14.735596,14.735596,1,984.084778,686.741577,127.239471,88.793808,22,0,0.000000,0.000000,0.000000,0.000000,0
458,14.769043,14.769043,1,973.866760,692.704224,125.918304,89.564766,20,0,0.000000,0.000000,0.000000,0.000000,0
459,14.802246,14.802246,1,963.710449,695.665649,124.605125,89.947670,19,0,0.000000,0.000000,0.000000,0.000000,0
460,14.835693,14.835693,1,952.109985,699.148315,123.105217,90.397964,12,0,0.000000,0.000000,0.000000,0.000000,0
461,14.868896,14.868896,1,943.517212,703.875854,121.994194,91.009224,17,0,0.000000,0.000000,0.000000,0.000000,0
462,14.902344,14.902344,1,933.533142,705.928650,120.703285,91.274643,23,0,0.000000,0.000000,0.000000,0.000000,0
463,14.935547,14.935547,1,924.115234,707.774658,119.485573,91.513329,27,0,0.000000,0.000000,0.000000,0.000000,0
464,14.968994,14.968994,1,912.741333,709.022278,118.014954,91.674637,20,0,0.000000,0.000000,0.000000,0.000000,0
465,15.002441,15.002441,1,902.568542,709.089905,116.699638,91.683380,14,0,0.000000,0.000000,0.000000,0.000000,0
466,15.035645,15.035645,1,892.554993,709.860962,115.404922,91.783073,23,0,0.000000,0.000000,0.000000,0.000000,0
467,15.069092,15.069092,1,879.726196,709.644470,113.746185,91.755089,19,0,0.000000,0.000000,0.000000,0.000000,0
468,15.102295,15.102295,1,870.937683,710.183594,112.609863,91.824799,17,0,0.000000,0.000000,0.000000,0.000000,0
469,15.135742,15.135742,1,858.607300,709.007263,111.015572,91.672699,16,0,0.000000,0.000000,0.000000,0.000000,0
470,15.168945,15.168945,1,848.148621,705.484375,109.663292,91.217201,16,0,0.000000,0.000000,0.000000,0.000000,0
471,15.202393,15.202393,1,838.332397,703.959900,108.394081,91.020088,19,0,0.000000,0.000000,0.000000,0.000000,0
472,15.235596,15.235596,1,828.045837,700.877808,107.064056,90.621582,24,0,0.000000,0.000000,0.000000,0.000000,0
473,15.269043,15.269043,1,818.109924,696.388489,105.779373,90.041122,26,0,0.000000,0.000000,0.000000,0.000000,0
474,15.302490,15.302490,1,809.397583,693.070312,104.652885,89.612099,20,0,0.000000,0.000000,0.000000,0.000000,0
476,15.369141,15.369141,1,787.966309,681.992493,101.881882,88.179764,16,0,0.000000,0.000000,0.000000,0.000000,0
477,15.402344,15.402344,1,778.619263,676.859985,100.673340,87.516136,14,0,0.000000,0.000000,0.000000,0.000000,0
478,15.435791,15.435791,1,769.554016,671.016602,99.501228,86.760612,11,0,0.000000,0.000000,0.000000,0.000000,0
479,15.468994,15.468994,1,759.299011,663.485535,98.175285,85.786865,19,0,0.000000,0.000000,0.000000,0.000000,0
480,15.502441,15.502441,1,750.163696,655.690247,96.994118,84.778954,13,0,0.000000,0.000000,0.000000,0.000000,0
481,15.535645,15.535645,1,741.795715,648.748962,95.912163,83.881462,15,0,0.000000,0.000000,0.000000,0.000000,0
