frame,t_s,t_b_s,a_p1_ok,a_p1_x_px,a_p1_y_px,a_p1_x_mm,a_p1_y_mm,a_p1_area,a_p2_ok,a_p2_x_px,a_p2_y_px,a_p2_x_mm,a_p2_y_mm,a_p2_area,b_p1_ok,b_p1_h_px,b_p1_z_px,b_p1_h_mm,b_p1_z_mm,b_p1_area,b_p2_ok,b_p2_h_px,b_p2_z_px,b_p2_h_mm,b_p2_z_mm,b_p2_area
148,1.633545,1.633545,1,419.255951,739.031067,45.220535,79.711174,129,1,809.379089,512.195984,87.298843,55.244961,103,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
152,1.666931,1.666931,1,408.160065,722.391541,44.023746,77.916443,133,1,810.809875,508.742920,87.453163,54.872513,97,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
154,1.700256,1.700256,1,398.885223,703.114380,43.023373,75.837234,125,1,811.310547,507.792633,87.507164,54.770016,92,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
158,1.733582,1.733582,1,391.061920,683.409424,42.179558,73.711876,128,1,812.528320,507.419983,87.638512,54.729824,93,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
161,1.766907,1.766907,1,384.407684,664.392151,41.461838,71.660690,123,1,811.738220,505.564789,87.553291,54.529724,102,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
163,1.800232,1.800232,1,378.807465,645.355164,40.857803,69.607376,128,1,810.955566,502.155151,87.468872,54.161964,102,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
166,1.833618,1.833618,1,374.826172,626.468750,40.428387,67.570305,124,1,812.794739,501.329620,87.667244,54.072922,98,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
169,1.866943,1.866943,1,371.997467,606.109375,40.123283,65.374367,118,1,813.313904,501.403931,87.723244,54.080936,104,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
171,1.900269,1.900269,1,370.229462,585.681641,39.932590,63.171051,124,1,813.883667,498.148499,87.784698,53.729809,106,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
174,1.933594,1.933594,1,369.777740,565.680542,39.883865,61.013752,123,1,816.670471,499.169342,88.085274,53.839916,102,0,0.000000,0.000000,0.000000,0.000000,0,0,0.000000,0.000000,0.000000,0.000000,0
